"Название Услуги","Ориентировочная Стоимость","Срок Исполнения","Размер Предоплаты"
"техническая поддержка рабочих станций и ИТ сервисов","3083111","108","1541555"
"веб-разработка","4130614","120","2065307"
"создание мобильных систем","4421496","168","2210748"
"создание и обслуживание систем контроля доступа к портам и устройствам","3602772","142","1200924"
"организацию антивирусной защиты","1807617","190","602539"
"решения касающиеся сетевой безопасности и отражения угроз","4447547","51","2223773"
"организация систем видеонаблюдения","111063","307","55531"
"построение и обслуживание структурированных кабельных систем (СКС)","1271958","342","423986"
"создание и поддержка интеллектуальных медиасистем","5438105","237","2719052"
"телефония","668549","326","334274"
"создание виртуального офиса","1200869","143","600434"
"организация резервного копирования","6403587","274","3201793"
"администрирование сетей и серверов","267627","182","133813"
"техническая поддержка рабочих станций и ИТ сервисов","3447677","323","1723838"
"веб-разработка","9809248","155","4904624"
"создание мобильных систем","3655614","317","1827807"
"создание и обслуживание систем контроля доступа к портам и устройствам","2616997","284","1308498"
"организацию антивирусной защиты","3195252","160","1065084"
"решения касающиеся сетевой безопасности и отражения угроз","7322319","88","2440773"
"организация систем видеонаблюдения","2777363","145","1388681"
"построение и обслуживание структурированных кабельных систем (СКС)","921596","102","460798"
"создание и поддержка интеллектуальных медиасистем","383092","223","127697"
"телефония","7355918","148","2451972"
"создание виртуального офиса","2947389","358","982463"
"организация резервного копирования","8565577","123","2855192"
"администрирование сетей и серверов","988241","71","494120"
"техническая поддержка рабочих станций и ИТ сервисов","6142100","177","2047366"
"веб-разработка","8524648","83","2841549"
"создание мобильных систем","7156420","140","3578210"
"создание и обслуживание систем контроля доступа к портам и устройствам","8966622","83","2988874"
"организацию антивирусной защиты","6307357","292","3153678"
"решения касающиеся сетевой безопасности и отражения угроз","3479120","305","1159706"
"организация систем видеонаблюдения","5454043","265","2727021"
"построение и обслуживание структурированных кабельных систем (СКС)","8096507","111","2698835"
"создание и поддержка интеллектуальных медиасистем","2717817","338","1358908"
"телефония","6422153","172","3211076"
"создание виртуального офиса","3589775","246","1794887"
"организация резервного копирования","2792076","44","1396038"
"администрирование сетей и серверов","8348368","273","4174184"
"техническая поддержка рабочих станций и ИТ сервисов","7696120","304","3848060"
"веб-разработка","1538475","129","512825"
"создание мобильных систем","6776293","149","2258764"
"создание и обслуживание систем контроля доступа к портам и устройствам","6851120","301","3425560"
"организацию антивирусной защиты","9270526","179","4635263"
"решения касающиеся сетевой безопасности и отражения угроз","5578785","223","2789392"
"организация систем видеонаблюдения","7936034","257","3968017"
"построение и обслуживание структурированных кабельных систем (СКС)","6159924","215","2053308"
"создание и поддержка интеллектуальных медиасистем","125845","101","62922"
"телефония","2229731","42","743243"
"создание виртуального офиса","6024339","258","2008113"
"организация резервного копирования","2939347","181","1469673"
"администрирование сетей и серверов","7386291","296","3693145"
"техническая поддержка рабочих станций и ИТ сервисов","1518715","25","759357"
"веб-разработка","365045","203","121681"
"создание мобильных систем","6496131","108","3248065"
"создание и обслуживание систем контроля доступа к портам и устройствам","4708748","246","1569582"
"организацию антивирусной защиты","9730344","362","3243448"
"решения касающиеся сетевой безопасности и отражения угроз","6731515","253","2243838"
"организация систем видеонаблюдения","5960296","340","1986765"
"построение и обслуживание структурированных кабельных систем (СКС)","745204","151","372602"
"создание и поддержка интеллектуальных медиасистем","2677493","189","1338746"
"телефония","7974795","274","3987397"
"создание виртуального офиса","5679644","70","2839822"
"организация резервного копирования","2082465","210","1041232"
"администрирование сетей и серверов","4261591","355","1420530"
"техническая поддержка рабочих станций и ИТ сервисов","3104357","142","1034785"
"веб-разработка","2963516","317","1481758"
"создание мобильных систем","6552079","101","3276039"
"создание и обслуживание систем контроля доступа к портам и устройствам","7461316","128","2487105"
"организацию антивирусной защиты","1040990","62","346996"
"решения касающиеся сетевой безопасности и отражения угроз","3994061","339","1331353"
"организация систем видеонаблюдения","1177213","342","588606"
"построение и обслуживание структурированных кабельных систем (СКС)","7860746","109","3930373"
"создание и поддержка интеллектуальных медиасистем","8449035","271","2816345"
"телефония","6508842","134","2169614"
"создание виртуального офиса","8676948","303","2892316"
"организация резервного копирования","7033619","118","3516809"
"администрирование сетей и серверов","1248889","18","416296"
"техническая поддержка рабочих станций и ИТ сервисов","4870315","215","1623438"
"веб-разработка","8040552","301","4020276"
"создание мобильных систем","3371827","244","1123942"
"создание и обслуживание систем контроля доступа к портам и устройствам","430713","61","143571"
"организацию антивирусной защиты","7314707","318","3657353"
"решения касающиеся сетевой безопасности и отражения угроз","1941111","120","647037"
"организация систем видеонаблюдения","5935211","317","1978403"
"построение и обслуживание структурированных кабельных систем (СКС)","6586520","236","2195506"
"создание и поддержка интеллектуальных медиасистем","8088502","195","4044251"
"телефония","9241615","263","3080538"
"создание виртуального офиса","3908446","127","1954223"
"организация резервного копирования","4575309","364","2287654"
"администрирование сетей и серверов","5621861","205","1873953"
"техническая поддержка рабочих станций и ИТ сервисов","5501260","235","1833753"
"веб-разработка","2056460","164","1028230"
"создание мобильных систем","3091532","352","1030510"
"создание и обслуживание систем контроля доступа к портам и устройствам","6963032","252","2321010"
"организацию антивирусной защиты","8260575","31","4130287"
"решения касающиеся сетевой безопасности и отражения угроз","6633904","195","2211301"
"организация систем видеонаблюдения","4162104","59","1387368"
"построение и обслуживание структурированных кабельных систем (СКС)","9264983","169","3088327"
"создание и поддержка интеллектуальных медиасистем","2993802","349","997934"
"телефония","6717139","86","3358569"
"создание виртуального офиса","3813908","349","1271302"
"организация резервного копирования","8386660","105","2795553"
"администрирование сетей и серверов","310311","86","155155"
"техническая поддержка рабочих станций и ИТ сервисов","5231244","80","2615622"
"веб-разработка","8994714","100","4497357"
"создание мобильных систем","1365384","221","682692"
"создание и обслуживание систем контроля доступа к портам и устройствам","8327561","78","4163780"
"организацию антивирусной защиты","2643413","161","1321706"
"решения касающиеся сетевой безопасности и отражения угроз","6877573","258","2292524"
"организация систем видеонаблюдения","8077113","132","4038556"
"построение и обслуживание структурированных кабельных систем (СКС)","7108442","239","3554221"
"создание и поддержка интеллектуальных медиасистем","4513162","159","1504387"
"телефония","8891849","26","2963949"
"создание виртуального офиса","5746436","168","2873218"
"организация резервного копирования","1617347","349","539115"
"администрирование сетей и серверов","4602784","187","1534261"
"техническая поддержка рабочих станций и ИТ сервисов","344707","255","172353"
"веб-разработка","8815037","247","2938345"
"создание мобильных систем","6720490","295","2240163"
"создание и обслуживание систем контроля доступа к портам и устройствам","2926591","18","975530"
"организацию антивирусной защиты","5106730","325","2553365"
"решения касающиеся сетевой безопасности и отражения угроз","9504353","209","3168117"
"организация систем видеонаблюдения","993109","247","496554"
"построение и обслуживание структурированных кабельных систем (СКС)","9278462","57","4639231"
"создание и поддержка интеллектуальных медиасистем","5547141","345","2773570"
"телефония","3919140","355","1959570"
"создание виртуального офиса","6393038","305","3196519"
"организация резервного копирования","3500250","14","1166750"
"администрирование сетей и серверов","8755702","265","4377851"
"техническая поддержка рабочих станций и ИТ сервисов","8331163","64","2777054"
"веб-разработка","2271903","288","757301"
"создание мобильных систем","4119538","353","1373179"
"создание и обслуживание систем контроля доступа к портам и устройствам","8133012","166","2711004"
"организацию антивирусной защиты","1686760","108","562253"
"решения касающиеся сетевой безопасности и отражения угроз","8892444","354","4446222"
"организация систем видеонаблюдения","6702146","312","3351073"
"построение и обслуживание структурированных кабельных систем (СКС)","2129302","85","709767"
"создание и поддержка интеллектуальных медиасистем","6695998","236","2231999"
"телефония","2225727","122","741909"
"создание виртуального офиса","4846618","31","1615539"
"организация резервного копирования","2191595","265","730531"
"администрирование сетей и серверов","7705040","69","3852520"
"техническая поддержка рабочих станций и ИТ сервисов","6018575","256","3009287"
"веб-разработка","6761851","298","3380925"
"создание мобильных систем","7073575","46","3536787"
"создание и обслуживание систем контроля доступа к портам и устройствам","9431962","36","4715981"
"организацию антивирусной защиты","7735642","177","2578547"
"решения касающиеся сетевой безопасности и отражения угроз","609069","15","203023"
"организация систем видеонаблюдения","8933368","58","4466684"
"построение и обслуживание структурированных кабельных систем (СКС)","2436235","343","812078"
"создание и поддержка интеллектуальных медиасистем","5388449","225","1796149"
"телефония","9350463","106","4675231"
"создание виртуального офиса","8774487","106","2924829"
"организация резервного копирования","2549006","177","849668"
"администрирование сетей и серверов","2756851","241","1378425"
"техническая поддержка рабочих станций и ИТ сервисов","4447741","348","1482580"
"веб-разработка","8791417","274","2930472"
"создание мобильных систем","6862291","225","3431145"
"создание и обслуживание систем контроля доступа к портам и устройствам","8883665","311","4441832"
"организацию антивирусной защиты","3434855","185","1144951"
"решения касающиеся сетевой безопасности и отражения угроз","7699845","333","3849922"
"организация систем видеонаблюдения","3955359","296","1977679"
"построение и обслуживание структурированных кабельных систем (СКС)","5511217","250","1837072"
"создание и поддержка интеллектуальных медиасистем","8239764","337","2746588"
"телефония","834624","126","278208"
"создание виртуального офиса","8242925","203","4121462"
"организация резервного копирования","6547390","51","2182463"
"администрирование сетей и серверов","6738818","231","3369409"
"техническая поддержка рабочих станций и ИТ сервисов","5157444","304","1719148"
"веб-разработка","773695","150","386847"
"создание мобильных систем","3030077","149","1010025"
"создание и обслуживание систем контроля доступа к портам и устройствам","1025112","303","341704"
"организацию антивирусной защиты","7111855","337","3555927"
"решения касающиеся сетевой безопасности и отражения угроз","2369829","325","1184914"
"организация систем видеонаблюдения","7904778","72","2634926"
"построение и обслуживание структурированных кабельных систем (СКС)","6499450","101","3249725"
"создание и поддержка интеллектуальных медиасистем","3940376","355","1970188"
"телефония","2954728","331","984909"
"создание виртуального офиса","6901409","101","2300469"
"организация резервного копирования","2840456","215","946818"
"администрирование сетей и серверов","6186556","317","3093278"
"техническая поддержка рабочих станций и ИТ сервисов","8542612","116","4271306"
"веб-разработка","8171768","78","2723922"
"создание мобильных систем","4001108","288","1333702"
"создание и обслуживание систем контроля доступа к портам и устройствам","865078","364","288359"
"организацию антивирусной защиты","2813664","76","1406832"
"решения касающиеся сетевой безопасности и отражения угроз","4426921","54","2213460"
"организация систем видеонаблюдения","4628381","139","2314190"
"построение и обслуживание структурированных кабельных систем (СКС)","4800366","61","1600122"
"создание и поддержка интеллектуальных медиасистем","7723867","23","2574622"
"телефония","219566","127","73188"
"создание виртуального офиса","1293453","93","431151"
"организация резервного копирования","3677896","41","1225965"
"администрирование сетей и серверов","6985845","92","3492922"
"техническая поддержка рабочих станций и ИТ сервисов","4343845","228","2171922"
"веб-разработка","5910188","247","1970062"
"создание мобильных систем","8431453","277","4215726"
"создание и обслуживание систем контроля доступа к портам и устройствам","6738823","150","3369411"
"организацию антивирусной защиты","3094515","308","1547257"
"решения касающиеся сетевой безопасности и отражения угроз","2946303","292","982101"
"организация систем видеонаблюдения","8612359","170","4306179"
"построение и обслуживание структурированных кабельных систем (СКС)","9987584","358","4993792"
"создание и поддержка интеллектуальных медиасистем","6891109","71","2297036"
"телефония","3179393","125","1589696"
"создание виртуального офиса","6937269","175","2312423"
"организация резервного копирования","3852301","108","1284100"
"администрирование сетей и серверов","7620369","253","2540123"
"техническая поддержка рабочих станций и ИТ сервисов","9281660","351","3093886"
"веб-разработка","4045950","59","2022975"
"создание мобильных систем","9770819","278","4885409"
"создание и обслуживание систем контроля доступа к портам и устройствам","4310875","360","1436958"
"организацию антивирусной защиты","9751683","264","3250561"
"решения касающиеся сетевой безопасности и отражения угроз","6343891","177","2114630"
"организация систем видеонаблюдения","923788","111","307929"
"построение и обслуживание структурированных кабельных систем (СКС)","3256659","87","1085553"
"создание и поддержка интеллектуальных медиасистем","117871","142","39290"
"телефония","1360109","254","453369"
"создание виртуального офиса","4897325","32","1632441"
"организация резервного копирования","4116828","252","2058414"
"администрирование сетей и серверов","3925588","311","1962794"
"техническая поддержка рабочих станций и ИТ сервисов","5923590","220","1974530"
"веб-разработка","7282576","360","3641288"
"создание мобильных систем","1049800","306","524900"
"создание и обслуживание систем контроля доступа к портам и устройствам","7537184","228","2512394"
"организацию антивирусной защиты","4149347","270","1383115"
"решения касающиеся сетевой безопасности и отражения угроз","6151058","144","2050352"
"организация систем видеонаблюдения","3249695","144","1624847"
"построение и обслуживание структурированных кабельных систем (СКС)","4325103","202","2162551"
"создание и поддержка интеллектуальных медиасистем","9232719","59","3077573"
"телефония","445194","264","222597"
"создание виртуального офиса","8621694","273","4310847"
"организация резервного копирования","9042222","114","3014074"
"администрирование сетей и серверов","6929539","308","2309846"
"техническая поддержка рабочих станций и ИТ сервисов","5350901","287","2675450"
"веб-разработка","8209627","349","2736542"
"создание мобильных систем","7078762","298","2359587"
"создание и обслуживание систем контроля доступа к портам и устройствам","5048385","188","2524192"
"организацию антивирусной защиты","4036071","344","2018035"
"решения касающиеся сетевой безопасности и отражения угроз","7697300","67","2565766"
"организация систем видеонаблюдения","3309375","199","1654687"
"построение и обслуживание структурированных кабельных систем (СКС)","7727967","115","3863983"
"создание и поддержка интеллектуальных медиасистем","9114413","355","4557206"
"телефония","860660","144","286886"
"создание виртуального офиса","6013825","321","3006912"
"организация резервного копирования","1682504","265","841252"
"администрирование сетей и серверов","6342903","307","3171451"
"техническая поддержка рабочих станций и ИТ сервисов","3571366","301","1785683"
"веб-разработка","6629120","197","3314560"
"создание мобильных систем","347302","19","173651"
"создание и обслуживание систем контроля доступа к портам и устройствам","3688847","64","1844423"
"организацию антивирусной защиты","6065685","156","3032842"
"решения касающиеся сетевой безопасности и отражения угроз","9963238","212","4981619"
"организация систем видеонаблюдения","9078564","185","4539282"
"построение и обслуживание структурированных кабельных систем (СКС)","954371","102","318123"
"создание и поддержка интеллектуальных медиасистем","8371219","204","4185609"
"телефония","9597435","352","4798717"
"создание виртуального офиса","5722665","345","2861332"
"организация резервного копирования","6125218","260","2041739"
"администрирование сетей и серверов","6386706","364","3193353"
"техническая поддержка рабочих станций и ИТ сервисов","8551417","347","4275708"
"веб-разработка","536715","33","268357"
"создание мобильных систем","3820515","258","1910257"
"создание и обслуживание систем контроля доступа к портам и устройствам","5138018","252","1712672"
"организацию антивирусной защиты","5899836","94","1966612"
"решения касающиеся сетевой безопасности и отражения угроз","5433649","221","2716824"
"организация систем видеонаблюдения","8538692","142","2846230"
"построение и обслуживание структурированных кабельных систем (СКС)","762887","115","254295"
"создание и поддержка интеллектуальных медиасистем","1313462","137","656731"
"телефония","3913442","231","1304480"
"создание виртуального офиса","3835664","271","1917832"
"организация резервного копирования","6927382","35","3463691"
"администрирование сетей и серверов","569631","237","189877"
"техническая поддержка рабочих станций и ИТ сервисов","7186447","99","2395482"
"веб-разработка","4342490","61","2171245"
"создание мобильных систем","6337357","120","3168678"
"создание и обслуживание систем контроля доступа к портам и устройствам","8821993","133","2940664"
"организацию антивирусной защиты","3929722","244","1309907"
"решения касающиеся сетевой безопасности и отражения угроз","4694182","301","1564727"
"организация систем видеонаблюдения","8286508","65","2762169"
"построение и обслуживание структурированных кабельных систем (СКС)","1825553","330","608517"
"создание и поддержка интеллектуальных медиасистем","6105314","62","3052657"
"телефония","1276519","156","638259"
"создание виртуального офиса","6333012","315","3166506"
"организация резервного копирования","9577265","117","4788632"
"администрирование сетей и серверов","4456972","350","2228486"
"техническая поддержка рабочих станций и ИТ сервисов","8783747","148","2927915"
"веб-разработка","3001562","172","1000520"
"создание мобильных систем","5027923","21","2513961"
"создание и обслуживание систем контроля доступа к портам и устройствам","8514960","97","4257480"
"организацию антивирусной защиты","4587570","57","1529190"
"решения касающиеся сетевой безопасности и отражения угроз","3750663","284","1250221"
"организация систем видеонаблюдения","5765696","250","1921898"
"построение и обслуживание структурированных кабельных систем (СКС)","2030045","230","676681"
"создание и поддержка интеллектуальных медиасистем","856389","293","285463"
"телефония","8782959","300","2927653"
"создание виртуального офиса","7154455","256","2384818"
"организация резервного копирования","2217641","167","739213"
"администрирование сетей и серверов","8660228","360","4330114"
"техническая поддержка рабочих станций и ИТ сервисов","1525900","43","508633"
"веб-разработка","6373433","15","2124477"
"создание мобильных систем","903672","280","451836"
"создание и обслуживание систем контроля доступа к портам и устройствам","9714704","286","4857352"
"организацию антивирусной защиты","5995159","312","1998386"
"решения касающиеся сетевой безопасности и отражения угроз","4762208","119","1587402"
"организация систем видеонаблюдения","6423304","124","2141101"
"построение и обслуживание структурированных кабельных систем (СКС)","9121607","121","4560803"
"создание и поддержка интеллектуальных медиасистем","9383331","83","4691665"
"телефония","2975792","339","991930"
"создание виртуального офиса","5826552","312","1942184"
"организация резервного копирования","2365317","138","788439"
"администрирование сетей и серверов","7535702","290","2511900"
"техническая поддержка рабочих станций и ИТ сервисов","7800006","136","2600002"
"веб-разработка","1636179","350","545393"
"создание мобильных систем","5379751","309","2689875"
"создание и обслуживание систем контроля доступа к портам и устройствам","2523780","328","1261890"
"организацию антивирусной защиты","8396013","94","2798671"
"решения касающиеся сетевой безопасности и отражения угроз","3599101","126","1799550"
"организация систем видеонаблюдения","4654124","271","2327062"
"построение и обслуживание структурированных кабельных систем (СКС)","2222921","248","740973"
"создание и поддержка интеллектуальных медиасистем","9473455","106","4736727"
"телефония","7242264","190","2414088"
"создание виртуального офиса","6337780","129","2112593"
"организация резервного копирования","2829443","282","943147"
"администрирование сетей и серверов","4034664","15","1344888"
"техническая поддержка рабочих станций и ИТ сервисов","9754067","149","3251355"
"веб-разработка","5500938","319","2750469"
"создание мобильных систем","9830954","122","4915477"
"создание и обслуживание систем контроля доступа к портам и устройствам","9029335","182","3009778"
"организацию антивирусной защиты","9990608","348","3330202"
"решения касающиеся сетевой безопасности и отражения угроз","6337854","109","3168927"
"организация систем видеонаблюдения","1099053","84","549526"
"построение и обслуживание структурированных кабельных систем (СКС)","6327438","139","3163719"
"создание и поддержка интеллектуальных медиасистем","5688785","235","1896261"
"телефония","5895211","257","2947605"
"создание виртуального офиса","6916267","325","3458133"
"организация резервного копирования","923144","275","307714"
"администрирование сетей и серверов","7269278","362","2423092"
"техническая поддержка рабочих станций и ИТ сервисов","8389335","322","2796445"
"веб-разработка","6721674","352","3360837"
"создание мобильных систем","7532282","80","2510760"
"создание и обслуживание систем контроля доступа к портам и устройствам","8541845","114","4270922"
"организацию антивирусной защиты","6009849","153","3004924"
"решения касающиеся сетевой безопасности и отражения угроз","4107511","329","1369170"
"организация систем видеонаблюдения","7247426","23","2415808"
"построение и обслуживание структурированных кабельных систем (СКС)","1162734","362","387578"
"создание и поддержка интеллектуальных медиасистем","980020","307","490010"
"телефония","8838587","349","4419293"
"создание виртуального офиса","8897692","321","2965897"
"организация резервного копирования","3181130","222","1060376"
"администрирование сетей и серверов","3798754","332","1899377"
"техническая поддержка рабочих станций и ИТ сервисов","8390166","123","4195083"
"веб-разработка","6683668","202","2227889"
"создание мобильных систем","8576184","89","2858728"
"создание и обслуживание систем контроля доступа к портам и устройствам","7595820","143","2531940"
"организацию антивирусной защиты","8382650","269","4191325"
"решения касающиеся сетевой безопасности и отражения угроз","255733","270","85244"
"организация систем видеонаблюдения","2439427","39","813142"
"построение и обслуживание структурированных кабельных систем (СКС)","5501173","87","1833724"
"создание и поддержка интеллектуальных медиасистем","1372007","192","457335"
"телефония","2628736","14","1314368"
"создание виртуального офиса","4933788","34","2466894"
"организация резервного копирования","8473303","104","2824434"
"администрирование сетей и серверов","4430366","104","2215183"
"техническая поддержка рабочих станций и ИТ сервисов","9531832","124","3177277"
"веб-разработка","3379999","207","1689999"
"создание мобильных систем","4794373","218","1598124"
"создание и обслуживание систем контроля доступа к портам и устройствам","6790788","310","2263596"
"организацию антивирусной защиты","4180538","164","2090269"
"решения касающиеся сетевой безопасности и отражения угроз","2947300","112","1473650"
"организация систем видеонаблюдения","7864751","153","3932375"
"построение и обслуживание структурированных кабельных систем (СКС)","9961238","262","3320412"
"создание и поддержка интеллектуальных медиасистем","3811243","172","1270414"
"телефония","5836485","194","1945495"
"создание виртуального офиса","4493444","222","2246722"
"организация резервного копирования","9094532","29","3031510"
"администрирование сетей и серверов","4475369","80","1491789"
"техническая поддержка рабочих станций и ИТ сервисов","9781479","137","4890739"
"веб-разработка","1526290","248","508763"
"создание мобильных систем","3873643","155","1291214"
"создание и обслуживание систем контроля доступа к портам и устройствам","6180835","315","2060278"
"организацию антивирусной защиты","3285863","241","1642931"
"решения касающиеся сетевой безопасности и отражения угроз","4724072","102","1574690"
"организация систем видеонаблюдения","5508274","279","2754137"
"построение и обслуживание структурированных кабельных систем (СКС)","4753573","26","2376786"
"создание и поддержка интеллектуальных медиасистем","5344514","23","2672257"
"телефония","2225501","28","1112750"
"создание виртуального офиса","2914176","47","971392"
"организация резервного копирования","3487083","48","1162361"
"администрирование сетей и серверов","5423904","331","2711952"
"техническая поддержка рабочих станций и ИТ сервисов","443658","348","221829"
"веб-разработка","1553784","264","776892"
"создание мобильных систем","7333622","84","3666811"
"создание и обслуживание систем контроля доступа к портам и устройствам","3259262","306","1086420"
"организацию антивирусной защиты","462962","218","154320"
"решения касающиеся сетевой безопасности и отражения угроз","8099315","56","4049657"
"организация систем видеонаблюдения","3383421","91","1127807"
"построение и обслуживание структурированных кабельных систем (СКС)","634104","36","211368"
"создание и поддержка интеллектуальных медиасистем","6807330","80","2269110"
"телефония","9528121","88","4764060"
"создание виртуального офиса","1640795","305","546931"
"организация резервного копирования","7976399","138","2658799"
"администрирование сетей и серверов","6834322","263","2278107"
"техническая поддержка рабочих станций и ИТ сервисов","540475","157","180158"
"веб-разработка","5731686","45","2865843"
"создание мобильных систем","6967132","116","3483566"
"создание и обслуживание систем контроля доступа к портам и устройствам","644267","185","214755"
"организацию антивирусной защиты","7407695","305","2469231"
"решения касающиеся сетевой безопасности и отражения угроз","1453376","342","484458"
"организация систем видеонаблюдения","9969969","161","4984984"
"построение и обслуживание структурированных кабельных систем (СКС)","4257380","216","2128690"
"создание и поддержка интеллектуальных медиасистем","1270793","41","423597"
"телефония","3812006","309","1906003"
"создание виртуального офиса","5543912","349","1847970"
"организация резервного копирования","7069061","220","3534530"
"администрирование сетей и серверов","8985747","257","4492873"
"техническая поддержка рабочих станций и ИТ сервисов","1635814","75","817907"
"веб-разработка","5415531","84","2707765"
"создание мобильных систем","3414924","81","1138308"
"создание и обслуживание систем контроля доступа к портам и устройствам","4089065","258","1363021"
"организацию антивирусной защиты","6464493","207","3232246"
"решения касающиеся сетевой безопасности и отражения угроз","131807","246","65903"
"организация систем видеонаблюдения","2537229","160","845743"
"построение и обслуживание структурированных кабельных систем (СКС)","5616883","88","1872294"
"создание и поддержка интеллектуальных медиасистем","4245726","227","1415242"
"телефония","6262797","85","3131398"
"создание виртуального офиса","9870579","115","3290193"
"организация резервного копирования","7110272","237","3555136"
"администрирование сетей и серверов","8830623","26","4415311"
"техническая поддержка рабочих станций и ИТ сервисов","2717102","341","1358551"
"веб-разработка","2260326","32","753442"
"создание мобильных систем","3979163","140","1989581"
"создание и обслуживание систем контроля доступа к портам и устройствам","9513294","155","3171098"
"организацию антивирусной защиты","6695411","346","2231803"
"решения касающиеся сетевой безопасности и отражения угроз","7909541","351","2636513"
"организация систем видеонаблюдения","6090829","162","3045414"
"построение и обслуживание структурированных кабельных систем (СКС)","1311761","44","437253"
"создание и поддержка интеллектуальных медиасистем","9063822","167","3021274"
"телефония","4556339","121","2278169"
"создание виртуального офиса","1826127","87","913063"
"организация резервного копирования","1952586","244","976293"
"администрирование сетей и серверов","3540353","115","1180117"
