"Название Услуги","Ориентировочная Стоимость","Срок Исполнения","Размер Предоплаты"
"администрирование сетей и серверов","5420495","207","1806831"
"техническая поддержка рабочих станций и ИТ сервисов","4049571","250","1349857"
"веб-разработка","3697926","99","1848963"
"создание мобильных систем","1762614","131","587538"
"создание и обслуживание систем контроля доступа к портам и устройствам","7102625","265","3551312"
"организацию антивирусной защиты","3258397","121","1086132"
"решения касающиеся сетевой безопасности и отражения угроз","8690096","47","2896698"
"организация систем видеонаблюдения","8412122","295","2804040"
"построение и обслуживание структурированных кабельных систем (СКС)","8857081","347","2952360"
"создание и поддержка интеллектуальных медиасистем","1321690","221","660845"
"телефония","2856084","296","1428042"
"создание виртуального офиса","7044791","162","2348263"
"организация резервного копирования","2565747","36","1282873"
"администрирование сетей и серверов","6988309","318","2329436"
"техническая поддержка рабочих станций и ИТ сервисов","7672361","310","3836180"
"веб-разработка","5006401","129","1668800"
"создание мобильных систем","530291","181","176763"
"создание и обслуживание систем контроля доступа к портам и устройствам","2967503","272","1483751"
"организацию антивирусной защиты","5040222","102","2520111"
"решения касающиеся сетевой безопасности и отражения угроз","3752813","279","1876406"
"организация систем видеонаблюдения","7829493","15","3914746"
"построение и обслуживание структурированных кабельных систем (СКС)","8967505","198","2989168"
"создание и поддержка интеллектуальных медиасистем","1140315","185","570157"
"телефония","6109799","195","3054899"
"создание виртуального офиса","4310354","105","2155177"
"организация резервного копирования","1865164","94","932582"
"администрирование сетей и серверов","3130965","130","1565482"
"техническая поддержка рабочих станций и ИТ сервисов","1836163","224","918081"
"веб-разработка","5798987","237","2899493"
"создание мобильных систем","3120481","30","1560240"
"создание и обслуживание систем контроля доступа к портам и устройствам","4441070","166","2220535"
"организацию антивирусной защиты","749003","244","249667"
"решения касающиеся сетевой безопасности и отражения угроз","2161142","283","720380"
"организация систем видеонаблюдения","359677","231","179838"
"построение и обслуживание структурированных кабельных систем (СКС)","153191","23","51063"
"создание и поддержка интеллектуальных медиасистем","216310","47","72103"
"телефония","627330","90","313665"
"создание виртуального офиса","1003068","220","501534"
"организация резервного копирования","9823170","125","4911585"
"администрирование сетей и серверов","9752378","164","4876189"
"техническая поддержка рабочих станций и ИТ сервисов","5820264","111","1940088"
"веб-разработка","845167","162","422583"
"создание мобильных систем","9384312","343","3128104"
"создание и обслуживание систем контроля доступа к портам и устройствам","8348664","19","2782888"
"организацию антивирусной защиты","8824368","203","2941456"
"решения касающиеся сетевой безопасности и отражения угроз","1053463","335","351154"
"организация систем видеонаблюдения","5744436","239","1914812"
"построение и обслуживание структурированных кабельных систем (СКС)","560118","348","280059"
"создание и поддержка интеллектуальных медиасистем","2569181","256","856393"
"телефония","1601937","56","800968"
"создание виртуального офиса","3265674","75","1632837"
"организация резервного копирования","4710187","194","1570062"
"администрирование сетей и серверов","7030934","258","3515467"
"техническая поддержка рабочих станций и ИТ сервисов","8749356","123","2916452"
"веб-разработка","6282904","156","3141452"
"создание мобильных систем","9026675","31","3008891"
"создание и обслуживание систем контроля доступа к портам и устройствам","7739634","156","2579878"
"организацию антивирусной защиты","9578581","226","3192860"
"решения касающиеся сетевой безопасности и отражения угроз","2104151","46","701383"
"организация систем видеонаблюдения","280897","177","140448"
"построение и обслуживание структурированных кабельных систем (СКС)","3173471","89","1057823"
"создание и поддержка интеллектуальных медиасистем","8715572","119","2905190"
"телефония","6835037","305","2278345"
"создание виртуального офиса","4969396","118","1656465"
"организация резервного копирования","5802447","30","2901223"
"администрирование сетей и серверов","5449743","298","1816581"
"техническая поддержка рабочих станций и ИТ сервисов","8610643","141","2870214"
"веб-разработка","8495842","338","2831947"
"создание мобильных систем","4865728","87","2432864"
"создание и обслуживание систем контроля доступа к портам и устройствам","592204","125","296102"
"организацию антивирусной защиты","8808526","301","4404263"
"решения касающиеся сетевой безопасности и отражения угроз","4239442","20","2119721"
"организация систем видеонаблюдения","2690919","36","896973"
"построение и обслуживание структурированных кабельных систем (СКС)","3018452","227","1509226"
"создание и поддержка интеллектуальных медиасистем","3891788","182","1945894"
"телефония","680518","229","340259"
"создание виртуального офиса","6985880","45","2328626"
"организация резервного копирования","3840787","250","1280262"
"администрирование сетей и серверов","8643629","120","4321814"
"техническая поддержка рабочих станций и ИТ сервисов","9864181","66","4932090"
"веб-разработка","3746260","115","1873130"
"создание мобильных систем","4292220","29","2146110"
"создание и обслуживание систем контроля доступа к портам и устройствам","7394028","219","3697014"
"организацию антивирусной защиты","3670454","333","1223484"
"решения касающиеся сетевой безопасности и отражения угроз","2241551","108","747183"
"организация систем видеонаблюдения","2356554","163","785518"
"построение и обслуживание структурированных кабельных систем (СКС)","4978008","184","1659336"
"создание и поддержка интеллектуальных медиасистем","6384760","148","3192380"
"телефония","6505404","95","2168468"
"создание виртуального офиса","5936065","125","2968032"
"организация резервного копирования","6833523","346","3416761"
"администрирование сетей и серверов","2984271","346","1492135"
"техническая поддержка рабочих станций и ИТ сервисов","5383960","335","1794653"
"веб-разработка","6840466","286","3420233"
"создание мобильных систем","4644998","40","1548332"
"создание и обслуживание систем контроля доступа к портам и устройствам","3168808","235","1056269"
"организацию антивирусной защиты","3217840","300","1072613"
"решения касающиеся сетевой безопасности и отражения угроз","5823549","330","2911774"
"организация систем видеонаблюдения","8135135","106","4067567"
"построение и обслуживание структурированных кабельных систем (СКС)","6521822","271","3260911"
"создание и поддержка интеллектуальных медиасистем","9521200","315","3173733"
"телефония","7305169","90","3652584"
"создание виртуального офиса","4843528","63","2421764"
"организация резервного копирования","9823269","233","3274423"
"администрирование сетей и серверов","3240809","126","1080269"
"техническая поддержка рабочих станций и ИТ сервисов","1349903","158","674951"
"веб-разработка","2083269","16","694423"
"создание мобильных систем","908260","53","302753"
"создание и обслуживание систем контроля доступа к портам и устройствам","9959870","61","4979935"
"организацию антивирусной защиты","176365","248","88182"
"решения касающиеся сетевой безопасности и отражения угроз","8301034","82","2767011"
"организация систем видеонаблюдения","2351648","92","1175824"
"построение и обслуживание структурированных кабельных систем (СКС)","7644556","116","3822278"
"создание и поддержка интеллектуальных медиасистем","1637430","174","818715"
"телефония","1960086","190","980043"
"создание виртуального офиса","4176467","295","1392155"
"организация резервного копирования","3847443","193","1282481"
"администрирование сетей и серверов","6814766","340","2271588"
"техническая поддержка рабочих станций и ИТ сервисов","7564337","141","2521445"
"веб-разработка","8233787","145","2744595"
"создание мобильных систем","265669","110","132834"
"создание и обслуживание систем контроля доступа к портам и устройствам","4355252","282","2177626"
"организацию антивирусной защиты","7678333","167","2559444"
"решения касающиеся сетевой безопасности и отражения угроз","8735918","28","2911972"
"организация систем видеонаблюдения","8175401","71","4087700"
"построение и обслуживание структурированных кабельных систем (СКС)","7952064","155","3976032"
"создание и поддержка интеллектуальных медиасистем","5403227","83","2701613"
"телефония","5739531","159","2869765"
"создание виртуального офиса","2940492","39","980164"
"организация резервного копирования","6784779","351","3392389"
"администрирование сетей и серверов","1950334","161","975167"
"техническая поддержка рабочих станций и ИТ сервисов","4936461","93","2468230"
"веб-разработка","7974918","197","3987459"
"создание мобильных систем","1894670","156","631556"
"создание и обслуживание систем контроля доступа к портам и устройствам","5717540","196","1905846"
"организацию антивирусной защиты","7761209","244","3880604"
"решения касающиеся сетевой безопасности и отражения угроз","4364132","350","1454710"
"организация систем видеонаблюдения","4911811","283","2455905"
"построение и обслуживание структурированных кабельных систем (СКС)","7485910","249","3742955"
"создание и поддержка интеллектуальных медиасистем","1342391","69","447463"
"телефония","1472424","18","490808"
"создание виртуального офиса","3271229","273","1635614"
"организация резервного копирования","7329756","90","3664878"
"администрирование сетей и серверов","3548761","269","1774380"
"техническая поддержка рабочих станций и ИТ сервисов","5423970","332","1807990"
"веб-разработка","9383967","46","3127989"
"создание мобильных систем","1116676","33","558338"
"создание и обслуживание систем контроля доступа к портам и устройствам","514231","317","171410"
"организацию антивирусной защиты","3322397","210","1661198"
"решения касающиеся сетевой безопасности и отражения угроз","4575445","293","1525148"
"организация систем видеонаблюдения","8664960","345","2888320"
"построение и обслуживание структурированных кабельных систем (СКС)","7653023","294","3826511"
"создание и поддержка интеллектуальных медиасистем","5427057","155","1809019"
"телефония","8640586","286","2880195"
"создание виртуального офиса","7420964","253","3710482"
"организация резервного копирования","8895335","187","2965111"
"администрирование сетей и серверов","7717409","232","2572469"
"техническая поддержка рабочих станций и ИТ сервисов","3718674","161","1859337"
"веб-разработка","8043137","90","2681045"
"создание мобильных систем","720536","33","240178"
"создание и обслуживание систем контроля доступа к портам и устройствам","9529245","197","4764622"
"организацию антивирусной защиты","1522500","307","761250"
"решения касающиеся сетевой безопасности и отражения угроз","6358131","311","2119377"
"организация систем видеонаблюдения","5965813","171","1988604"
"построение и обслуживание структурированных кабельных систем (СКС)","6248392","288","3124196"
"создание и поддержка интеллектуальных медиасистем","3448630","51","1149543"
"телефония","8748176","177","2916058"
"создание виртуального офиса","6914156","251","2304718"
"организация резервного копирования","1363476","351","454492"
"администрирование сетей и серверов","3763188","324","1254396"
"техническая поддержка рабочих станций и ИТ сервисов","4547712","167","1515904"
"веб-разработка","276439","59","138219"
"создание мобильных систем","9165128","36","3055042"
"создание и обслуживание систем контроля доступа к портам и устройствам","6272156","132","2090718"
"организацию антивирусной защиты","3531884","326","1765942"
"решения касающиеся сетевой безопасности и отражения угроз","4585327","339","1528442"
"организация систем видеонаблюдения","1028451","110","342817"
"построение и обслуживание структурированных кабельных систем (СКС)","4084952","58","1361650"
"создание и поддержка интеллектуальных медиасистем","1179727","33","393242"
"телефония","5968751","318","1989583"
"создание виртуального офиса","5375451","293","2687725"
"организация резервного копирования","1861689","262","620563"
"администрирование сетей и серверов","3597354","168","1199118"
"техническая поддержка рабочих станций и ИТ сервисов","1888160","103","629386"
"веб-разработка","9710846","65","3236948"
"создание мобильных систем","7814029","112","3907014"
"создание и обслуживание систем контроля доступа к портам и устройствам","278964","92","139482"
"организацию антивирусной защиты","3906694","106","1302231"
"решения касающиеся сетевой безопасности и отражения угроз","3390618","72","1130206"
"организация систем видеонаблюдения","3325309","128","1662654"
"построение и обслуживание структурированных кабельных систем (СКС)","538286","269","269143"
"создание и поддержка интеллектуальных медиасистем","6929094","225","3464547"
"телефония","7661176","55","2553725"
"создание виртуального офиса","3345222","340","1672611"
"организация резервного копирования","8707924","49","2902641"
"администрирование сетей и серверов","4987762","267","1662587"
"техническая поддержка рабочих станций и ИТ сервисов","2323234","220","1161617"
"веб-разработка","369938","327","184969"
"создание мобильных систем","1141903","44","570951"
"создание и обслуживание систем контроля доступа к портам и устройствам","3940051","162","1313350"
"организацию антивирусной защиты","9937573","52","3312524"
"решения касающиеся сетевой безопасности и отражения угроз","725297","270","362648"
"организация систем видеонаблюдения","3576071","219","1788035"
"построение и обслуживание структурированных кабельных систем (СКС)","7706930","170","3853465"
"создание и поддержка интеллектуальных медиасистем","9231506","51","4615753"
"телефония","688409","125","344204"
"создание виртуального офиса","7987478","328","2662492"
"организация резервного копирования","5562051","319","1854017"
"администрирование сетей и серверов","4901087","79","2450543"
"техническая поддержка рабочих станций и ИТ сервисов","6401816","271","2133938"
"веб-разработка","2737496","135","1368748"
"создание мобильных систем","8570766","300","4285383"
"создание и обслуживание систем контроля доступа к портам и устройствам","4684971","78","2342485"
"организацию антивирусной защиты","2901937","223","1450968"
"решения касающиеся сетевой безопасности и отражения угроз","1830302","325","610100"
"организация систем видеонаблюдения","286491","303","95497"
"построение и обслуживание структурированных кабельных систем (СКС)","3043678","144","1014559"
"создание и поддержка интеллектуальных медиасистем","9815003","258","3271667"
"телефония","1239330","180","413110"
"создание виртуального офиса","8978585","51","4489292"
"организация резервного копирования","8837966","249","2945988"
"администрирование сетей и серверов","4346578","136","1448859"
"техническая поддержка рабочих станций и ИТ сервисов","3826325","16","1913162"
"веб-разработка","727052","345","242350"
"создание мобильных систем","1144574","271","572287"
"создание и обслуживание систем контроля доступа к портам и устройствам","221655","171","110827"
"организацию антивирусной защиты","2809329","335","1404664"
"решения касающиеся сетевой безопасности и отражения угроз","8550593","341","2850197"
"организация систем видеонаблюдения","2740235","37","1370117"
"построение и обслуживание структурированных кабельных систем (СКС)","8730745","341","4365372"
"создание и поддержка интеллектуальных медиасистем","8736814","277","4368407"
"телефония","6025980","33","2008660"
"создание виртуального офиса","4875972","63","1625324"
"организация резервного копирования","8909102","157","2969700"
"администрирование сетей и серверов","1870107","260","623369"
"техническая поддержка рабочих станций и ИТ сервисов","8041802","325","4020901"
"веб-разработка","504937","278","252468"
"создание мобильных систем","4900796","242","2450398"
"создание и обслуживание систем контроля доступа к портам и устройствам","279783","27","93261"
"организацию антивирусной защиты","4683993","333","2341996"
"решения касающиеся сетевой безопасности и отражения угроз","275888","269","91962"
"организация систем видеонаблюдения","5629218","45","1876406"
"построение и обслуживание структурированных кабельных систем (СКС)","7025321","293","3512660"
"создание и поддержка интеллектуальных медиасистем","798065","123","266021"
"телефония","2855665","144","951888"
"создание виртуального офиса","9309248","186","4654624"
"организация резервного копирования","6828644","332","3414322"
"администрирование сетей и серверов","554517","55","277258"
"техническая поддержка рабочих станций и ИТ сервисов","5540743","71","1846914"
"веб-разработка","3362483","302","1681241"
"создание мобильных систем","4931477","158","1643825"
"создание и обслуживание систем контроля доступа к портам и устройствам","6718370","258","2239456"
"организацию антивирусной защиты","3895747","348","1947873"
"решения касающиеся сетевой безопасности и отражения угроз","3031355","194","1515677"
"организация систем видеонаблюдения","1295100","349","647550"
"построение и обслуживание структурированных кабельных систем (СКС)","9774868","180","3258289"
"создание и поддержка интеллектуальных медиасистем","1678540","319","559513"
"телефония","1140632","18","380210"
"создание виртуального офиса","5757893","364","1919297"
"организация резервного копирования","7777768","261","2592589"
"администрирование сетей и серверов","8669559","147","2889853"
"техническая поддержка рабочих станций и ИТ сервисов","3449396","362","1149798"
"веб-разработка","9266450","179","4633225"
"создание мобильных систем","6557820","220","2185940"
"создание и обслуживание систем контроля доступа к портам и устройствам","2423070","199","1211535"
"организацию антивирусной защиты","5103769","109","1701256"
"решения касающиеся сетевой безопасности и отражения угроз","8071783","166","2690594"
"организация систем видеонаблюдения","187187","339","62395"
"построение и обслуживание структурированных кабельных систем (СКС)","6334976","84","2111658"
"создание и поддержка интеллектуальных медиасистем","7813027","317","2604342"
"телефония","4274449","239","1424816"
"создание виртуального офиса","9308117","56","3102705"
"организация резервного копирования","9307894","325","3102631"
"администрирование сетей и серверов","174064","101","87032"
"техническая поддержка рабочих станций и ИТ сервисов","6548627","234","3274313"
"веб-разработка","8535410","218","4267705"
"создание мобильных систем","9004813","357","4502406"
"создание и обслуживание систем контроля доступа к портам и устройствам","6761364","175","3380682"
"организацию антивирусной защиты","540431","230","180143"
"решения касающиеся сетевой безопасности и отражения угроз","527111","234","175703"
"организация систем видеонаблюдения","7791301","21","2597100"
"построение и обслуживание структурированных кабельных систем (СКС)","3108426","92","1554213"
"создание и поддержка интеллектуальных медиасистем","6996846","51","2332282"
"телефония","6579321","65","3289660"
"создание виртуального офиса","6390469","83","3195234"
"организация резервного копирования","7730788","319","2576929"
"администрирование сетей и серверов","6532300","195","2177433"
"техническая поддержка рабочих станций и ИТ сервисов","3452927","351","1726463"
"веб-разработка","7124888","229","2374962"
"создание мобильных систем","7717571","239","3858785"
"создание и обслуживание систем контроля доступа к портам и устройствам","7809987","99","2603329"
"организацию антивирусной защиты","2980412","130","993470"
"решения касающиеся сетевой безопасности и отражения угроз","5618088","326","2809044"
"организация систем видеонаблюдения","2651618","149","883872"
"построение и обслуживание структурированных кабельных систем (СКС)","2704818","318","1352409"
"создание и поддержка интеллектуальных медиасистем","9729801","185","3243267"
"телефония","9507349","249","3169116"
"создание виртуального офиса","366285","222","122095"
"организация резервного копирования","2452841","362","1226420"
"администрирование сетей и серверов","9895729","195","4947864"
"техническая поддержка рабочих станций и ИТ сервисов","7214866","66","2404955"
"веб-разработка","3005935","334","1001978"
"создание мобильных систем","9147540","129","4573770"
"создание и обслуживание систем контроля доступа к портам и устройствам","6526966","286","3263483"
"организацию антивирусной защиты","763069","328","381534"
"решения касающиеся сетевой безопасности и отражения угроз","5781033","147","2890516"
"организация систем видеонаблюдения","2278370","262","1139185"
"построение и обслуживание структурированных кабельных систем (СКС)","2977618","16","992539"
"создание и поддержка интеллектуальных медиасистем","5372505","23","1790835"
"телефония","8524510","213","4262255"
"создание виртуального офиса","4636688","50","1545562"
"организация резервного копирования","2682296","238","894098"
"администрирование сетей и серверов","7984330","92","3992165"
"техническая поддержка рабочих станций и ИТ сервисов","3692811","64","1846405"
"веб-разработка","8194743","136","4097371"
"создание мобильных систем","9591864","276","4795932"
"создание и обслуживание систем контроля доступа к портам и устройствам","1072428","35","357476"
"организацию антивирусной защиты","3769428","178","1884714"
"решения касающиеся сетевой безопасности и отражения угроз","7479439","346","3739719"
"организация систем видеонаблюдения","6913953","297","3456976"
"построение и обслуживание структурированных кабельных систем (СКС)","8046224","260","2682074"
"создание и поддержка интеллектуальных медиасистем","3787930","89","1262643"
"телефония","3798846","164","1899423"
"создание виртуального офиса","2182176","173","727392"
"организация резервного копирования","7628339","38","3814169"
"администрирование сетей и серверов","1530888","179","510296"
"техническая поддержка рабочих станций и ИТ сервисов","1777986","125","888993"
"веб-разработка","5612423","137","1870807"
"создание мобильных систем","2113245","261","1056622"
"создание и обслуживание систем контроля доступа к портам и устройствам","1659501","150","829750"
"организацию антивирусной защиты","8843574","178","2947858"
"решения касающиеся сетевой безопасности и отражения угроз","8289130","243","2763043"
"организация систем видеонаблюдения","7193107","324","2397702"
"построение и обслуживание структурированных кабельных систем (СКС)","7308996","42","3654498"
"создание и поддержка интеллектуальных медиасистем","9177860","108","3059286"
"телефония","2361666","319","787222"
"создание виртуального офиса","3980858","201","1990429"
"организация резервного копирования","607406","352","303703"
"администрирование сетей и серверов","7235656","364","3617828"
"техническая поддержка рабочих станций и ИТ сервисов","7302676","320","3651338"
"веб-разработка","4660457","170","1553485"
"создание мобильных систем","1660417","351","830208"
"создание и обслуживание систем контроля доступа к портам и устройствам","3474588","310","1158196"
"организацию антивирусной защиты","6425324","196","2141774"
"решения касающиеся сетевой безопасности и отражения угроз","2819017","221","939672"
"организация систем видеонаблюдения","5337722","331","2668861"
"построение и обслуживание структурированных кабельных систем (СКС)","295013","38","98337"
"создание и поддержка интеллектуальных медиасистем","8268323","70","4134161"
"телефония","1190252","338","595126"
"создание виртуального офиса","8374991","205","2791663"
"организация резервного копирования","5545497","259","2772748"
"администрирование сетей и серверов","7356863","183","2452287"
"техническая поддержка рабочих станций и ИТ сервисов","8057959","193","4028979"
"веб-разработка","3356383","118","1118794"
"создание мобильных систем","4842636","37","2421318"
"создание и обслуживание систем контроля доступа к портам и устройствам","6423385","144","2141128"
"организацию антивирусной защиты","5579661","37","1859887"
"решения касающиеся сетевой безопасности и отражения угроз","1814410","202","907205"
"организация систем видеонаблюдения","9875190","73","3291730"
"построение и обслуживание структурированных кабельных систем (СКС)","5222938","351","2611469"
"создание и поддержка интеллектуальных медиасистем","2297833","250","765944"
"телефония","616189","240","205396"
"создание виртуального офиса","3170690","238","1585345"
"организация резервного копирования","3227711","97","1075903"
"администрирование сетей и серверов","6849815","209","3424907"
"техническая поддержка рабочих станций и ИТ сервисов","2146181","202","1073090"
"веб-разработка","9838101","254","4919050"
"создание мобильных систем","9215516","304","4607758"
"создание и обслуживание систем контроля доступа к портам и устройствам","6416544","97","3208272"
"организацию антивирусной защиты","8898181","159","4449090"
"решения касающиеся сетевой безопасности и отражения угроз","5682329","113","1894109"
"организация систем видеонаблюдения","5190493","28","1730164"
"построение и обслуживание структурированных кабельных систем (СКС)","8948785","167","4474392"
"создание и поддержка интеллектуальных медиасистем","1883235","313","627745"
"телефония","3856358","324","1285452"
"создание виртуального офиса","5949095","171","1983031"
"организация резервного копирования","2249239","128","1124619"
"администрирование сетей и серверов","228188","21","76062"
"техническая поддержка рабочих станций и ИТ сервисов","8212780","358","4106390"
"веб-разработка","9066236","17","4533118"
"создание мобильных систем","2520217","286","840072"
"создание и обслуживание систем контроля доступа к портам и устройствам","622552","230","207517"
"организацию антивирусной защиты","8907967","320","4453983"
"решения касающиеся сетевой безопасности и отражения угроз","2746782","145","915594"
"организация систем видеонаблюдения","7696209","238","3848104"
"построение и обслуживание структурированных кабельных систем (СКС)","445720","92","148573"
"создание и поддержка интеллектуальных медиасистем","3687999","312","1229333"
"телефония","9506091","108","3168697"
"создание виртуального офиса","6676040","97","2225346"
"организация резервного копирования","7674220","332","2558073"
"администрирование сетей и серверов","9184002","26","3061334"
"техническая поддержка рабочих станций и ИТ сервисов","8508774","146","2836258"
"веб-разработка","7767213","133","3883606"
"создание мобильных систем","923297","262","307765"
"создание и обслуживание систем контроля доступа к портам и устройствам","4422336","303","2211168"
"организацию антивирусной защиты","3363479","330","1121159"
"решения касающиеся сетевой безопасности и отражения угроз","630546","256","315273"
"организация систем видеонаблюдения","9949751","157","3316583"
"построение и обслуживание структурированных кабельных систем (СКС)","9592668","42","4796334"
"создание и поддержка интеллектуальных медиасистем","4550824","28","1516941"
"телефония","8872996","149","4436498"
"создание виртуального офиса","9970289","201","3323429"
"организация резервного копирования","3795338","246","1265112"
"администрирование сетей и серверов","5058384","311","1686128"
"техническая поддержка рабочих станций и ИТ сервисов","5765444","100","2882722"
"веб-разработка","4570406","56","2285203"
"создание мобильных систем","7519457","262","3759728"
"создание и обслуживание систем контроля доступа к портам и устройствам","3165933","241","1055311"
"организацию антивирусной защиты","9222215","170","3074071"
"решения касающиеся сетевой безопасности и отражения угроз","9577876","223","4788938"
"организация систем видеонаблюдения","9702047","341","3234015"
"построение и обслуживание структурированных кабельных систем (СКС)","2611530","340","870510"
"создание и поддержка интеллектуальных медиасистем","284806","208","142403"
"телефония","1435028","127","478342"
"создание виртуального офиса","5385459","155","1795153"
"организация резервного копирования","2334368","43","1167184"
"администрирование сетей и серверов","2065859","94","688619"
"техническая поддержка рабочих станций и ИТ сервисов","547528","359","273764"
"веб-разработка","8412651","56","2804217"
"создание мобильных систем","9871801","360","3290600"
"создание и обслуживание систем контроля доступа к портам и устройствам","5939865","193","2969932"
"организацию антивирусной защиты","6458833","106","2152944"
"решения касающиеся сетевой безопасности и отражения угроз","1700218","26","566739"
"организация систем видеонаблюдения","7332303","114","3666151"
"построение и обслуживание структурированных кабельных систем (СКС)","9287422","194","4643711"
"создание и поддержка интеллектуальных медиасистем","4355486","19","1451828"
"телефония","2762022","82","920674"
"создание виртуального офиса","9546835","120","4773417"
"организация резервного копирования","1675928","350","558642"
"администрирование сетей и серверов","4052062","293","2026031"
"техническая поддержка рабочих станций и ИТ сервисов","4833035","202","1611011"
"веб-разработка","8984298","267","4492149"
"создание мобильных систем","3495161","356","1747580"
"создание и обслуживание систем контроля доступа к портам и устройствам","9983446","147","3327815"
"организацию антивирусной защиты","4103759","132","1367919"
"решения касающиеся сетевой безопасности и отражения угроз","8167442","176","4083721"
"организация систем видеонаблюдения","8148888","259","2716296"
"построение и обслуживание структурированных кабельных систем (СКС)","3801486","120","1900743"
"создание и поддержка интеллектуальных медиасистем","4381827","24","1460609"
"телефония","7595266","304","3797633"
"создание виртуального офиса","1342733","359","671366"
"организация резервного копирования","5784166","149","2892083"
