"Название Услуги","Ориентировочная Стоимость","Срок Исполнения","Размер Предоплаты"
"организацию антивирусной защиты","6911263","251","3455631"
"решения касающиеся сетевой безопасности и отражения угроз","9839060","47","4919530"
"организация систем видеонаблюдения","7565703","121","3782851"
"построение и обслуживание структурированных кабельных систем (СКС)","2996850","303","998950"
"создание и поддержка интеллектуальных медиасистем","7581749","352","3790874"
"телефония","6758614","347","2252871"
"создание виртуального офиса","8896390","331","4448195"
"организация резервного копирования","3722621","76","1861310"
"администрирование сетей и серверов","8532008","146","2844002"
"техническая поддержка рабочих станций и ИТ сервисов","6311188","202","2103729"
"веб-разработка","7258712","36","3629356"
"создание мобильных систем","2337910","108","779303"
"создание и обслуживание систем контроля доступа к портам и устройствам","3882800","144","1941400"
"организацию антивирусной защиты","9191986","116","4595993"
"решения касающиеся сетевой безопасности и отражения угроз","9211922","180","3070640"
"организация систем видеонаблюдения","1159467","149","579733"
"построение и обслуживание структурированных кабельных систем (СКС)","1453299","84","484433"
"создание и поддержка интеллектуальных медиасистем","7733377","359","3866688"
"телефония","8491497","109","2830499"
"создание виртуального офиса","1310073","277","436691"
"организация резервного копирования","9363384","132","3121128"
"администрирование сетей и серверов","4947234","169","1649078"
"техническая поддержка рабочих станций и ИТ сервисов","1213876","108","404625"
"веб-разработка","4349846","174","2174923"
"создание мобильных систем","7033322","333","2344440"
"создание и обслуживание систем контроля доступа к портам и устройствам","7230312","351","2410104"
"организацию антивирусной защиты","6378847","164","3189423"
"решения касающиеся сетевой безопасности и отражения угроз","310123","134","155061"
"организация систем видеонаблюдения","2581605","336","1290802"
"построение и обслуживание структурированных кабельных систем (СКС)","9700539","119","3233513"
"создание и поддержка интеллектуальных медиасистем","7509000","206","2503000"
"телефония","765503","77","382751"
"создание виртуального офиса","5314656","53","2657328"
"организация резервного копирования","1503480","25","751740"
"администрирование сетей и серверов","6364762","288","3182381"
"техническая поддержка рабочих станций и ИТ сервисов","5708559","311","2854279"
"веб-разработка","8740087","307","2913362"
"создание мобильных систем","7195254","329","2398418"
"создание и обслуживание систем контроля доступа к портам и устройствам","8902628","262","4451314"
"организацию антивирусной защиты","7341402","117","3670701"
"решения касающиеся сетевой безопасности и отражения угроз","4418771","88","1472923"
"организация систем видеонаблюдения","6922371","39","3461185"
"построение и обслуживание структурированных кабельных систем (СКС)","7031894","245","2343964"
"создание и поддержка интеллектуальных медиасистем","6443416","17","2147805"
"телефония","1604248","147","534749"
"создание виртуального офиса","2039885","128","679961"
"организация резервного копирования","3738199","363","1869099"
"администрирование сетей и серверов","6263242","143","3131621"
"техническая поддержка рабочих станций и ИТ сервисов","4564588","39","2282294"
"веб-разработка","352413","181","176206"
"создание мобильных систем","6537477","113","3268738"
"создание и обслуживание систем контроля доступа к портам и устройствам","8522572","364","4261286"
"организацию антивирусной защиты","1649471","110","824735"
"решения касающиеся сетевой безопасности и отражения угроз","6226206","89","3113103"
"организация систем видеонаблюдения","2300522","58","766840"
"построение и обслуживание структурированных кабельных систем (СКС)","8964103","310","2988034"
"создание и поддержка интеллектуальных медиасистем","9862363","25","4931181"
"телефония","4306684","50","1435561"
"создание виртуального офиса","3566839","184","1783419"
"организация резервного копирования","4576868","153","2288434"
"администрирование сетей и серверов","6990185","157","3495092"
"техническая поддержка рабочих станций и ИТ сервисов","3734087","303","1244695"
"веб-разработка","8531584","207","4265792"
"создание мобильных систем","7894779","134","2631593"
"создание и обслуживание систем контроля доступа к портам и устройствам","9499293","90","4749646"
"организацию антивирусной защиты","8341334","95","2780444"
"решения касающиеся сетевой безопасности и отражения угроз","3540307","34","1180102"
"организация систем видеонаблюдения","8598825","339","2866275"
"построение и обслуживание структурированных кабельных систем (СКС)","9715776","316","3238592"
"создание и поддержка интеллектуальных медиасистем","5372872","106","2686436"
"телефония","719830","174","359915"
"создание виртуального офиса","5477600","294","2738800"
"организация резервного копирования","1009144","171","504572"
"администрирование сетей и серверов","4414117","196","1471372"
"техническая поддержка рабочих станций и ИТ сервисов","6365437","186","3182718"
"веб-разработка","9387640","22","3129213"
"создание мобильных систем","5450006","56","2725003"
"создание и обслуживание систем контроля доступа к портам и устройствам","8343523","296","2781174"
"организацию антивирусной защиты","6614885","177","3307442"
"решения касающиеся сетевой безопасности и отражения угроз","5226499","231","2613249"
"организация систем видеонаблюдения","7193691","297","3596845"
"построение и обслуживание структурированных кабельных систем (СКС)","2056230","313","685410"
"создание и поддержка интеллектуальных медиасистем","9871184","56","4935592"
"телефония","7392927","348","3696463"
"создание виртуального офиса","5812744","292","1937581"
"организация резервного копирования","3717727","220","1239242"
"администрирование сетей и серверов","6678941","50","3339470"
"техническая поддержка рабочих станций и ИТ сервисов","728068","316","364034"
"веб-разработка","2244993","80","1122496"
"создание мобильных систем","9866677","100","3288892"
"создание и обслуживание систем контроля доступа к портам и устройствам","6394051","274","3197025"
"организацию антивирусной защиты","7224381","266","3612190"
"решения касающиеся сетевой безопасности и отражения угроз","4207068","126","1402356"
"организация систем видеонаблюдения","6224096","192","3112048"
"построение и обслуживание структурированных кабельных систем (СКС)","6382090","216","2127363"
"создание и поддержка интеллектуальных медиасистем","959603","254","479801"
"телефония","4013996","147","2006998"
"создание виртуального офиса","5053905","195","2526952"
"организация резервного копирования","5615814","296","1871938"
"администрирование сетей и серверов","4651365","57","2325682"
"техническая поддержка рабочих станций и ИТ сервисов","5678181","54","1892727"
"веб-разработка","2886800","251","1443400"
"создание мобильных систем","7200528","283","2400176"
"создание и обслуживание систем контроля доступа к портам и устройствам","781332","205","260444"
"организацию антивирусной защиты","5672011","226","2836005"
"решения касающиеся сетевой безопасности и отражения угроз","9181214","60","4590607"
"организация систем видеонаблюдения","1542403","358","771201"
"построение и обслуживание структурированных кабельных систем (СКС)","8741531","62","4370765"
"создание и поддержка интеллектуальных медиасистем","5648956","32","2824478"
"телефония","2078937","117","692979"
"создание виртуального офиса","7748048","147","2582682"
"организация резервного копирования","711291","313","237097"
"администрирование сетей и серверов","9602038","311","3200679"
"техническая поддержка рабочих станций и ИТ сервисов","9272670","31","4636335"
"веб-разработка","3012863","96","1506431"
"создание мобильных систем","2305556","41","1152778"
"создание и обслуживание систем контроля доступа к портам и устройствам","1321606","52","440535"
"организацию антивирусной защиты","8851368","256","4425684"
"решения касающиеся сетевой безопасности и отражения угроз","9742979","224","4871489"
"организация систем видеонаблюдения","4837552","133","2418776"
"построение и обслуживание структурированных кабельных систем (СКС)","5224910","309","1741636"
"создание и поддержка интеллектуальных медиасистем","4503702","347","1501234"
"телефония","4578872","85","1526290"
"создание виртуального офиса","8052890","321","4026445"
"организация резервного копирования","6660274","174","2220091"
"администрирование сетей и серверов","3896299","130","1298766"
"техническая поддержка рабочих станций и ИТ сервисов","7781659","73","3890829"
"веб-разработка","2917164","167","1458582"
"создание мобильных систем","5029536","74","1676512"
"создание и обслуживание систем контроля доступа к портам и устройствам","4444591","19","2222295"
"организацию антивирусной защиты","8076390","113","2692130"
"решения касающиеся сетевой безопасности и отражения угроз","4509766","107","1503255"
"организация систем видеонаблюдения","4051769","20","1350589"
"построение и обслуживание структурированных кабельных систем (СКС)","1706227","324","853113"
"создание и поддержка интеллектуальных медиасистем","4931686","242","1643895"
"телефония","1491482","191","497160"
"создание виртуального офиса","329664","285","109888"
"организация резервного копирования","4955186","136","1651728"
"администрирование сетей и серверов","3714075","100","1238025"
"техническая поддержка рабочих станций и ИТ сервисов","666051","95","222017"
"веб-разработка","1589918","290","794959"
"создание мобильных систем","6061459","100","2020486"
"создание и обслуживание систем контроля доступа к портам и устройствам","7790572","75","2596857"
"организацию антивирусной защиты","9566870","241","3188956"
"решения касающиеся сетевой безопасности и отражения угроз","515344","172","171781"
"организация систем видеонаблюдения","7916458","122","2638819"
"построение и обслуживание структурированных кабельных систем (СКС)","259013","242","129506"
"создание и поддержка интеллектуальных медиасистем","4945745","301","2472872"
"телефония","5498478","204","1832826"
"создание виртуального офиса","1453502","266","726751"
"организация резервного копирования","1293166","36","431055"
"администрирование сетей и серверов","5049937","188","2524968"
"техническая поддержка рабочих станций и ИТ сервисов","5561528","59","1853842"
"веб-разработка","1612517","181","806258"
"создание мобильных систем","1617161","333","539053"
"создание и обслуживание систем контроля доступа к портам и устройствам","7854112","47","3927056"
"организацию антивирусной защиты","904511","211","301503"
"решения касающиеся сетевой безопасности и отражения угроз","5683148","20","1894382"
"организация систем видеонаблюдения","8726951","110","4363475"
"построение и обслуживание структурированных кабельных систем (СКС)","9418218","77","4709109"
"создание и поддержка интеллектуальных медиасистем","405453","279","202726"
"телефония","6507187","330","2169062"
"создание виртуального офиса","5542919","343","1847639"
"организация резервного копирования","711120","249","237040"
"администрирование сетей и серверов","6011794","236","3005897"
"техническая поддержка рабочих станций и ИТ сервисов","6749717","252","2249905"
"веб-разработка","9924332","30","4962166"
"создание мобильных систем","6600982","280","2200327"
"создание и обслуживание систем контроля доступа к портам и устройствам","523500","229","174500"
"организацию антивирусной защиты","3139269","123","1569634"
"решения касающиеся сетевой безопасности и отражения угроз","1151066","20","575533"
"организация систем видеонаблюдения","2890103","299","963367"
"построение и обслуживание структурированных кабельных систем (СКС)","9319186","210","3106395"
"создание и поддержка интеллектуальных медиасистем","471732","35","235866"
"телефония","8649069","42","2883023"
"создание виртуального офиса","4461848","359","2230924"
"организация резервного копирования","9336125","234","3112041"
"администрирование сетей и серверов","9456303","327","3152101"
"техническая поддержка рабочих станций и ИТ сервисов","4833078","312","2416539"
"веб-разработка","2021594","226","1010797"
"создание мобильных систем","3980019","187","1990009"
"создание и обслуживание систем контроля доступа к портам и устройствам","1139748","81","379916"
"организацию антивирусной защиты","9937940","224","3312646"
"решения касающиеся сетевой безопасности и отражения угроз","7075721","344","3537860"
"организация систем видеонаблюдения","3120882","320","1560441"
"построение и обслуживание структурированных кабельных систем (СКС)","3315397","168","1657698"
"создание и поддержка интеллектуальных медиасистем","9525578","348","4762789"
"телефония","3956849","43","1318949"
"создание виртуального офиса","5513718","151","1837906"
"организация резервного копирования","7669702","31","2556567"
"администрирование сетей и серверов","5999170","305","2999585"
"техническая поддержка рабочих станций и ИТ сервисов","5823655","36","1941218"
"веб-разработка","2174561","337","724853"
"создание мобильных систем","1919966","143","959983"
"создание и обслуживание систем контроля доступа к портам и устройствам","7595271","150","3797635"
"организацию антивирусной защиты","486338","87","162112"
"решения касающиеся сетевой безопасности и отражения угроз","8726265","198","4363132"
"организация систем видеонаблюдения","2305526","102","1152763"
"построение и обслуживание структурированных кабельных систем (СКС)","1742795","354","871397"
"создание и поддержка интеллектуальных медиасистем","9236353","154","4618176"
"телефония","1277595","291","638797"
"создание виртуального офиса","5529107","357","1843035"
"организация резервного копирования","1813976","85","604658"
"администрирование сетей и серверов","5572650","153","2786325"
"техническая поддержка рабочих станций и ИТ сервисов","4756928","104","1585642"
"веб-разработка","4621351","192","1540450"
"создание мобильных систем","2707109","342","1353554"
"создание и обслуживание систем контроля доступа к портам и устройствам","1022833","56","511416"
"организацию антивирусной защиты","9498831","312","3166277"
"решения касающиеся сетевой безопасности и отражения угроз","8040551","137","2680183"
"организация систем видеонаблюдения","7463313","353","2487771"
"построение и обслуживание структурированных кабельных систем (СКС)","565323","48","282661"
"создание и поддержка интеллектуальных медиасистем","7238207","129","2412735"
"телефония","2037287","136","1018643"
"создание виртуального офиса","1059805","347","353268"
"организация резервного копирования","8059504","91","4029752"
"администрирование сетей и серверов","2922362","191","974120"
"техническая поддержка рабочих станций и ИТ сервисов","477936","23","159312"
"веб-разработка","8111187","31","4055593"
"создание мобильных систем","5826283","159","2913141"
"создание и обслуживание систем контроля доступа к портам и устройствам","6825886","166","3412943"
"организацию антивирусной защиты","2490912","147","1245456"
"решения касающиеся сетевой безопасности и отражения угроз","534628","362","267314"
"организация систем видеонаблюдения","7908610","235","3954305"
"построение и обслуживание структурированных кабельных систем (СКС)","4120477","209","2060238"
"создание и поддержка интеллектуальных медиасистем","4442910","229","2221455"
"телефония","2518928","15","839642"
"создание виртуального офиса","4699005","233","2349502"
"организация резервного копирования","9343460","121","4671730"
"администрирование сетей и серверов","9721784","122","4860892"
"техническая поддержка рабочих станций и ИТ сервисов","1671134","124","557044"
"веб-разработка","449781","337","224890"
"создание мобильных систем","4311096","319","2155548"
"создание и обслуживание систем контроля доступа к портам и устройствам","5222171","212","1740723"
"организацию антивирусной защиты","5871372","201","1957124"
"решения касающиеся сетевой безопасности и отражения угроз","1593146","211","531048"
"организация систем видеонаблюдения","2793020","321","931006"
"построение и обслуживание структурированных кабельных систем (СКС)","3404398","349","1134799"
"создание и поддержка интеллектуальных медиасистем","6338336","115","2112778"
"телефония","9279328","17","4639664"
"создание виртуального офиса","2027407","195","675802"
"организация резервного копирования","1132588","51","566294"
"администрирование сетей и серверов","7481948","118","2493982"
"техническая поддержка рабочих станций и ИТ сервисов","8815911","113","4407955"
"веб-разработка","4887187","167","1629062"
"создание мобильных систем","4294172","289","1431390"
"создание и обслуживание систем контроля доступа к портам и устройствам","996208","293","332069"
"организацию антивирусной защиты","5612262","333","1870754"
"решения касающиеся сетевой безопасности и отражения угроз","1420104","181","710052"
"организация систем видеонаблюдения","1134254","46","378084"
"построение и обслуживание структурированных кабельных систем (СКС)","209066","221","69688"
"создание и поддержка интеллектуальных медиасистем","5844500","144","2922250"
"телефония","7746807","165","3873403"
"создание виртуального офиса","6707125","329","3353562"
"организация резервного копирования","2121576","215","707192"
"администрирование сетей и серверов","6879730","283","2293243"
"техническая поддержка рабочих станций и ИТ сервисов","6074635","344","3037317"
"веб-разработка","244123","103","122061"
"создание мобильных систем","5307022","274","2653511"
"создание и обслуживание систем контроля доступа к портам и устройствам","4132440","84","1377480"
"организацию антивирусной защиты","6164825","30","3082412"
"решения касающиеся сетевой безопасности и отражения угроз","6679429","194","3339714"
"организация систем видеонаблюдения","3543251","187","1181083"
"построение и обслуживание структурированных кабельных систем (СКС)","7807035","163","3903517"
"создание и поддержка интеллектуальных медиасистем","4365728","184","1455242"
"телефония","5079333","49","1693111"
"создание виртуального офиса","8931414","358","2977138"
"организация резервного копирования","8776727","222","2925575"
"администрирование сетей и серверов","3558731","337","1779365"
"техническая поддержка рабочих станций и ИТ сервисов","4867478","246","1622492"
"веб-разработка","8556590","122","2852196"
"создание мобильных систем","7696511","217","3848255"
"создание и обслуживание систем контроля доступа к портам и устройствам","7810612","112","3905306"
"организацию антивирусной защиты","9006743","174","4503371"
"решения касающиеся сетевой безопасности и отражения угроз","5007327","359","1669109"
"организация систем видеонаблюдения","4643710","248","1547903"
"построение и обслуживание структурированных кабельных систем (СКС)","6434787","358","3217393"
"создание и поддержка интеллектуальных медиасистем","6586503","256","2195501"
"телефония","6297928","271","2099309"
"создание виртуального офиса","1925993","59","962996"
"организация резервного копирования","7725780","219","3862890"
"администрирование сетей и серверов","1789881","15","596627"
"техническая поддержка рабочих станций и ИТ сервисов","9057912","250","4528956"
"веб-разработка","6590467","16","2196822"
"создание мобильных систем","4797686","343","1599228"
"создание и обслуживание систем контроля доступа к портам и устройствам","4651188","262","1550396"
"организацию антивирусной защиты","6608033","300","3304016"
"решения касающиеся сетевой безопасности и отражения угроз","4773996","14","1591332"
"организация систем видеонаблюдения","3788975","40","1262991"
"построение и обслуживание структурированных кабельных систем (СКС)","7654858","237","2551619"
"создание и поддержка интеллектуальных медиасистем","7980006","312","3990003"
"телефония","3434375","192","1717187"
"создание виртуального офиса","5036157","169","2518078"
"организация резервного копирования","5561811","22","2780905"
"администрирование сетей и серверов","4147406","266","2073703"
"техническая поддержка рабочих станций и ИТ сервисов","1225447","234","408482"
"веб-разработка","7609175","77","2536391"
"создание мобильных систем","2908965","269","969655"
"создание и обслуживание систем контроля доступа к портам и устройствам","3824634","39","1912317"
"организацию антивирусной защиты","4691573","270","1563857"
"решения касающиеся сетевой безопасности и отражения угроз","1917714","57","639238"
"организация систем видеонаблюдения","3061170","35","1020390"
"построение и обслуживание структурированных кабельных систем (СКС)","7379443","346","2459814"
"создание и поддержка интеллектуальных медиасистем","5935104","130","2967552"
"телефония","6596416","57","3298208"
"создание виртуального офиса","2097983","89","699327"
"организация резервного копирования","5565308","342","2782654"
"администрирование сетей и серверов","8647042","193","4323521"
"техническая поддержка рабочих станций и ИТ сервисов","2245683","308","748561"
"веб-разработка","7614172","157","3807086"
"создание мобильных систем","1516583","188","758291"
"создание и обслуживание систем контроля доступа к портам и устройствам","1978859","124","989429"
"организацию антивирусной защиты","4285856","210","2142928"
"решения касающиеся сетевой безопасности и отражения угроз","973924","237","324641"
"организация систем видеонаблюдения","6108899","174","2036299"
"построение и обслуживание структурированных кабельных систем (СКС)","7514349","318","3757174"
"создание и поддержка интеллектуальных медиасистем","5134142","194","1711380"
"телефония","186995","351","62331"
"создание виртуального офиса","2038867","132","679622"
"организация резервного копирования","1651715","82","550571"
"администрирование сетей и серверов","3917197","75","1958598"
"техническая поддержка рабочих станций и ИТ сервисов","4391583","246","1463861"
"веб-разработка","7200154","311","3600077"
"создание мобильных систем","3179102","272","1059700"
"создание и обслуживание систем контроля доступа к портам и устройствам","6959155","148","3479577"
"организацию антивирусной защиты","2367092","60","789030"
"решения касающиеся сетевой безопасности и отражения угроз","5498707","337","1832902"
"организация систем видеонаблюдения","5685581","131","1895193"
"построение и обслуживание структурированных кабельных систем (СКС)","4841761","141","2420880"
"создание и поддержка интеллектуальных медиасистем","3763024","147","1254341"
"телефония","114621","53","38207"
"создание виртуального офиса","7909480","116","2636493"
"организация резервного копирования","714293","315","357146"
"администрирование сетей и серверов","3758840","73","1252946"
"техническая поддержка рабочих станций и ИТ сервисов","2264626","59","1132313"
"веб-разработка","1844249","243","922124"
"создание мобильных систем","9726969","94","3242323"
"создание и обслуживание систем контроля доступа к портам и устройствам","9226933","195","4613466"
"организацию антивирусной защиты","268857","85","89619"
"решения касающиеся сетевой безопасности и отражения угроз","4920136","34","2460068"
"организация систем видеонаблюдения","7026120","230","3513060"
"построение и обслуживание структурированных кабельных систем (СКС)","8270287","70","4135143"
"создание и поддержка интеллектуальных медиасистем","5284498","276","2642249"
"телефония","878210","345","439105"
"создание виртуального офиса","1258065","313","629032"
"организация резервного копирования","4180324","134","1393441"
"администрирование сетей и серверов","5438255","76","2719127"
"техническая поддержка рабочих станций и ИТ сервисов","6108133","309","3054066"
"веб-разработка","692500","364","346250"
"создание мобильных систем","8802500","285","2934166"
"создание и обслуживание систем контроля доступа к портам и устройствам","8241954","311","2747318"
"организацию антивирусной защиты","7488875","244","3744437"
"решения касающиеся сетевой безопасности и отражения угроз","7078249","31","2359416"
"организация систем видеонаблюдения","8045324","177","4022662"
"построение и обслуживание структурированных кабельных систем (СКС)","9875568","67","4937784"
"создание и поддержка интеллектуальных медиасистем","3369584","21","1123194"
"телефония","3550400","313","1183466"
"создание виртуального офиса","5222910","344","2611455"
"организация резервного копирования","6813829","154","3406914"
"администрирование сетей и серверов","9498721","321","4749360"
"техническая поддержка рабочих станций и ИТ сервисов","6506786","343","3253393"
"веб-разработка","7263257","165","3631628"
"создание мобильных систем","1053378","144","526689"
"создание и обслуживание систем контроля доступа к портам и устройствам","8791747","46","2930582"
"организацию антивирусной защиты","7991895","78","2663965"
"решения касающиеся сетевой безопасности и отражения угроз","935898","206","467949"
"организация систем видеонаблюдения","2129777","17","709925"
"построение и обслуживание структурированных кабельных систем (СКС)","1141373","252","380457"
"создание и поддержка интеллектуальных медиасистем","4390017","291","1463339"
"телефония","9534639","106","3178213"
"создание виртуального офиса","9048409","138","3016136"
"организация резервного копирования","6961604","263","2320534"
"администрирование сетей и серверов","654214","88","218071"
"техническая поддержка рабочих станций и ИТ сервисов","8411124","203","2803708"
"веб-разработка","6457516","115","2152505"
"создание мобильных систем","7164289","64","3582144"
"создание и обслуживание систем контроля доступа к портам и устройствам","2352875","211","784291"
"организацию антивирусной защиты","2097292","18","699097"
"решения касающиеся сетевой безопасности и отражения угроз","6383198","51","3191599"
"организация систем видеонаблюдения","2508224","221","1254112"
"построение и обслуживание структурированных кабельных систем (СКС)","8396445","165","2798815"
"создание и поддержка интеллектуальных медиасистем","5650097","199","2825048"
"телефония","8367096","188","4183548"
"создание виртуального офиса","4451271","163","2225635"
"организация резервного копирования","3755464","273","1251821"
"администрирование сетей и серверов","537899","229","179299"
"техническая поддержка рабочих станций и ИТ сервисов","6993106","25","2331035"
"веб-разработка","3082215","88","1027405"
"создание мобильных систем","5088899","325","1696299"
"создание и обслуживание систем контроля доступа к портам и устройствам","2204553","157","734851"
"организацию антивирусной защиты","953016","97","476508"
"решения касающиеся сетевой безопасности и отражения угроз","3163999","107","1581999"
"организация систем видеонаблюдения","4660213","76","2330106"
"построение и обслуживание структурированных кабельных систем (СКС)","6318829","89","2106276"
"создание и поддержка интеллектуальных медиасистем","1636699","344","818349"
"телефония","8161533","325","2720511"
"создание виртуального офиса","826798","184","275599"
"организация резервного копирования","6444690","359","2148230"
"администрирование сетей и серверов","5089504","140","1696501"
"техническая поддержка рабочих станций и ИТ сервисов","2772702","335","924234"
"веб-разработка","8943744","100","2981248"
"создание мобильных систем","8014304","299","2671434"
"создание и обслуживание систем контроля доступа к портам и устройствам","2105481","108","701827"
"организацию антивирусной защиты","7497648","193","2499216"
"решения касающиеся сетевой безопасности и отражения угроз","2482974","333","827658"
"организация систем видеонаблюдения","5511067","333","1837022"
"построение и обслуживание структурированных кабельных систем (СКС)","1821372","221","607124"
"создание и поддержка интеллектуальных медиасистем","5676306","100","2838153"
"телефония","7891408","176","2630469"
"создание виртуального офиса","6279990","176","2093330"
"организация резервного копирования","3016114","276","1508057"
"администрирование сетей и серверов","1842456","127","921228"
"техническая поддержка рабочих станций и ИТ сервисов","4419376","344","1473125"
"веб-разработка","4397189","39","2198594"
"создание мобильных систем","6221246","134","3110623"
"создание и обслуживание систем контроля доступа к портам и устройствам","7138155","340","3569077"
"организацию антивирусной защиты","200996","359","66998"
"решения касающиеся сетевой безопасности и отражения угроз","8737520","54","2912506"
"организация систем видеонаблюдения","5106871","108","2553435"
"построение и обслуживание структурированных кабельных систем (СКС)","4076173","293","1358724"
"создание и поддержка интеллектуальных медиасистем","1168792","300","584396"
"телефония","7615587","85","2538529"
"создание виртуального офиса","9788900","151","3262966"
"организация резервного копирования","4571802","265","2285901"
"администрирование сетей и серверов","9966871","74","4983435"
"техническая поддержка рабочих станций и ИТ сервисов","1186978","348","395659"
"веб-разработка","5667139","297","2833569"
"создание мобильных систем","5556490","63","2778245"
"создание и обслуживание систем контроля доступа к портам и устройствам","4207238","256","1402412"
"организацию антивирусной защиты","1801434","128","600478"
"решения касающиеся сетевой безопасности и отражения угроз","9705047","332","4852523"
"организация систем видеонаблюдения","819282","350","409641"
"построение и обслуживание структурированных кабельных систем (СКС)","7871581","270","3935790"
"создание и поддержка интеллектуальных медиасистем","3605683","144","1802841"
"телефония","5900300","97","1966766"
"создание виртуального офиса","936683","103","312227"
"организация резервного копирования","7431363","54","2477121"
"администрирование сетей и серверов","1720609","212","573536"
"техническая поддержка рабочих станций и ИТ сервисов","3596647","74","1798323"
"веб-разработка","4515914","189","1505304"
"создание мобильных систем","400773","117","133591"
"создание и обслуживание систем контроля доступа к портам и устройствам","274842","30","91614"
