"Название Услуги","Ориентировочная Стоимость","Срок Исполнения","Размер Предоплаты"
"создание мобильных систем","1493893","153","497964"
"создание и обслуживание систем контроля доступа к портам и устройствам","3112787","265","1037595"
"организацию антивирусной защиты","9404195","38","4702097"
"решения касающиеся сетевой безопасности и отражения угроз","1294123","72","647061"
"организация систем видеонаблюдения","8481582","326","4240791"
"построение и обслуживание структурированных кабельных систем (СКС)","4791933","304","1597311"
"создание и поддержка интеллектуальных медиасистем","1497640","150","499213"
"телефония","3577748","152","1788874"
"создание виртуального офиса","8597018","280","4298509"
"организация резервного копирования","9889359","233","3296453"
"администрирование сетей и серверов","5919503","275","2959751"
"техническая поддержка рабочих станций и ИТ сервисов","8018622","104","2672874"
"веб-разработка","2053310","142","1026655"
"создание мобильных систем","9690323","233","3230107"
"создание и обслуживание систем контроля доступа к портам и устройствам","4420090","83","2210045"
"организацию антивирусной защиты","8936684","170","2978894"
"решения касающиеся сетевой безопасности и отражения угроз","2790842","89","930280"
"организация систем видеонаблюдения","9675816","21","3225272"
"построение и обслуживание структурированных кабельных систем (СКС)","865645","176","288548"
"создание и поддержка интеллектуальных медиасистем","9869577","225","4934788"
"телефония","9750767","284","3250255"
"создание виртуального офиса","9515314","281","4757657"
"организация резервного копирования","7439985","341","2479995"
"администрирование сетей и серверов","1916607","73","958303"
"техническая поддержка рабочих станций и ИТ сервисов","6781678","360","3390839"
"веб-разработка","8059002","304","2686334"
"создание мобильных систем","9340277","231","3113425"
"создание и обслуживание систем контроля доступа к портам и устройствам","9891093","264","4945546"
"организацию антивирусной защиты","6492524","329","2164174"
"решения касающиеся сетевой безопасности и отражения угроз","675171","46","337585"
"организация систем видеонаблюдения","8136335","128","2712111"
"построение и обслуживание структурированных кабельных систем (СКС)","1498792","259","749396"
"создание и поддержка интеллектуальных медиасистем","2925169","312","975056"
"телефония","6058443","268","3029221"
"создание виртуального офиса","6826944","66","2275648"
"организация резервного копирования","4737988","288","2368994"
"администрирование сетей и серверов","9737712","301","3245904"
"техническая поддержка рабочих станций и ИТ сервисов","5232729","269","1744243"
"веб-разработка","5336214","206","2668107"
"создание мобильных систем","6954687","266","2318229"
"создание и обслуживание систем контроля доступа к портам и устройствам","7512049","355","2504016"
"организацию антивирусной защиты","5467178","138","1822392"
"решения касающиеся сетевой безопасности и отражения угроз","452395","258","226197"
"организация систем видеонаблюдения","5917106","118","2958553"
"построение и обслуживание структурированных кабельных систем (СКС)","447946","299","223973"
"создание и поддержка интеллектуальных медиасистем","3912114","255","1304038"
"телефония","582762","17","194254"
"создание виртуального офиса","9149173","214","3049724"
"организация резервного копирования","8207532","176","2735844"
"администрирование сетей и серверов","8209489","293","4104744"
"техническая поддержка рабочих станций и ИТ сервисов","4157842","70","2078921"
"веб-разработка","135446","185","67723"
"создание мобильных систем","3467833","132","1155944"
"создание и обслуживание систем контроля доступа к портам и устройствам","5179219","152","2589609"
"организацию антивирусной защиты","2839186","117","946395"
"решения касающиеся сетевой безопасности и отражения угроз","9108662","334","4554331"
"организация систем видеонаблюдения","6755028","255","2251676"
"построение и обслуживание структурированных кабельных систем (СКС)","8120164","349","4060082"
"создание и поддержка интеллектуальных медиасистем","8194708","297","4097354"
"телефония","3773760","139","1886880"
"создание виртуального офиса","8288113","228","2762704"
"организация резервного копирования","5798063","112","2899031"
"администрирование сетей и серверов","175895","328","58631"
"техническая поддержка рабочих станций и ИТ сервисов","4584518","235","2292259"
"веб-разработка","1295915","148","647957"
"создание мобильных систем","6411345","89","2137115"
"создание и обслуживание систем контроля доступа к портам и устройствам","3328661","224","1109553"
"организацию антивирусной защиты","9923802","37","3307934"
"решения касающиеся сетевой безопасности и отражения угроз","6475540","199","3237770"
"организация систем видеонаблюдения","5107166","43","1702388"
"построение и обслуживание структурированных кабельных систем (СКС)","6467203","66","3233601"
"создание и поддержка интеллектуальных медиасистем","8494918","58","4247459"
"телефония","2641639","18","1320819"
"создание виртуального офиса","4094159","357","1364719"
"организация резервного копирования","1192567","136","397522"
"администрирование сетей и серверов","8368265","114","2789421"
"техническая поддержка рабочих станций и ИТ сервисов","7164057","180","3582028"
"веб-разработка","7728423","305","2576141"
"создание мобильных систем","3698499","244","1849249"
"создание и обслуживание систем контроля доступа к портам и устройствам","4649679","53","1549893"
"организацию антивирусной защиты","8271150","56","2757050"
"решения касающиеся сетевой безопасности и отражения угроз","5733697","141","1911232"
"организация систем видеонаблюдения","2985759","265","1492879"
"построение и обслуживание структурированных кабельных систем (СКС)","4370408","190","2185204"
"создание и поддержка интеллектуальных медиасистем","1477048","155","492349"
"телефония","6910405","218","2303468"
"создание виртуального офиса","2739700","117","913233"
"организация резервного копирования","9219515","305","4609757"
"администрирование сетей и серверов","7848146","66","2616048"
"техническая поддержка рабочих станций и ИТ сервисов","6309462","263","2103154"
"веб-разработка","2002521","320","667507"
"создание мобильных систем","3600348","44","1200116"
"создание и обслуживание систем контроля доступа к портам и устройствам","576458","360","288229"
"организацию антивирусной защиты","693946","336","231315"
"решения касающиеся сетевой безопасности и отражения угроз","9770785","24","3256928"
"организация систем видеонаблюдения","6427703","189","3213851"
"построение и обслуживание структурированных кабельных систем (СКС)","9613528","276","3204509"
"создание и поддержка интеллектуальных медиасистем","711813","267","355906"
"телефония","6632195","227","2210731"
"создание виртуального офиса","3741343","71","1870671"
"организация резервного копирования","8299360","225","4149680"
"администрирование сетей и серверов","2033397","282","1016698"
"техническая поддержка рабочих станций и ИТ сервисов","3970367","150","1985183"
"веб-разработка","7241024","348","3620512"
"создание мобильных систем","6627124","80","2209041"
"создание и обслуживание систем контроля доступа к портам и устройствам","8222679","177","2740893"
"организацию антивирусной защиты","3273432","117","1091144"
"решения касающиеся сетевой безопасности и отражения угроз","6713104","223","3356552"
"организация систем видеонаблюдения","5581766","121","1860588"
"построение и обслуживание структурированных кабельных систем (СКС)","6851849","202","3425924"
"создание и поддержка интеллектуальных медиасистем","5969839","189","1989946"
"телефония","5812740","345","1937580"
"создание виртуального офиса","2922253","52","1461126"
"организация резервного копирования","6694042","135","2231347"
"администрирование сетей и серверов","1312221","272","656110"
"техническая поддержка рабочих станций и ИТ сервисов","7941920","356","2647306"
"веб-разработка","3134131","126","1567065"
"создание мобильных систем","2720270","191","1360135"
"создание и обслуживание систем контроля доступа к портам и устройствам","924620","107","462310"
"организацию антивирусной защиты","7963078","152","2654359"
"решения касающиеся сетевой безопасности и отражения угроз","5007066","232","1669022"
"организация систем видеонаблюдения","1637470","82","545823"
"построение и обслуживание структурированных кабельных систем (СКС)","6977843","74","2325947"
"создание и поддержка интеллектуальных медиасистем","1981456","267","990728"
"телефония","7803913","310","3901956"
"создание виртуального офиса","2554012","137","851337"
"организация резервного копирования","5473004","36","1824334"
"администрирование сетей и серверов","5608632","138","1869544"
"техническая поддержка рабочих станций и ИТ сервисов","3259319","142","1629659"
"веб-разработка","7350355","132","3675177"
"создание мобильных систем","7084403","145","2361467"
"создание и обслуживание систем контроля доступа к портам и устройствам","8124500","69","2708166"
"организацию антивирусной защиты","2519090","80","1259545"
"решения касающиеся сетевой безопасности и отражения угроз","1128173","202","564086"
"организация систем видеонаблюдения","5139485","169","2569742"
"построение и обслуживание структурированных кабельных систем (СКС)","9341407","364","3113802"
"создание и поддержка интеллектуальных медиасистем","7352299","138","3676149"
"телефония","3483695","115","1161231"
"создание виртуального офиса","3216562","291","1608281"
"организация резервного копирования","6047794","123","3023897"
"администрирование сетей и серверов","3302754","30","1651377"
"техническая поддержка рабочих станций и ИТ сервисов","2942047","49","980682"
"веб-разработка","6724649","349","3362324"
"создание мобильных систем","1164530","298","388176"
"создание и обслуживание систем контроля доступа к портам и устройствам","2854826","184","1427413"
"организацию антивирусной защиты","9194694","237","3064898"
"решения касающиеся сетевой безопасности и отражения угроз","8623103","83","2874367"
"организация систем видеонаблюдения","6628259","125","3314129"
"построение и обслуживание структурированных кабельных систем (СКС)","7956473","30","2652157"
"создание и поддержка интеллектуальных медиасистем","7597168","165","2532389"
"телефония","5355348","31","1785116"
"создание виртуального офиса","7177403","72","2392467"
"организация резервного копирования","9158351","275","4579175"
"администрирование сетей и серверов","7907887","144","2635962"
"техническая поддержка рабочих станций и ИТ сервисов","3044674","204","1014891"
"веб-разработка","9829585","336","3276528"
"создание мобильных систем","9519392","161","3173130"
"создание и обслуживание систем контроля доступа к портам и устройствам","9064703","95","3021567"
"организацию антивирусной защиты","8679450","69","2893150"
"решения касающиеся сетевой безопасности и отражения угроз","8083187","218","4041593"
"организация систем видеонаблюдения","8984351","40","4492175"
"построение и обслуживание структурированных кабельных систем (СКС)","3288101","64","1644050"
"создание и поддержка интеллектуальных медиасистем","2372893","130","790964"
"телефония","859479","302","286493"
"создание виртуального офиса","7471368","294","3735684"
"организация резервного копирования","2644465","236","1322232"
"администрирование сетей и серверов","9053140","36","3017713"
"техническая поддержка рабочих станций и ИТ сервисов","1093097","333","364365"
"веб-разработка","3361962","267","1680981"
"создание мобильных систем","9273539","332","3091179"
"создание и обслуживание систем контроля доступа к портам и устройствам","5080524","137","1693508"
"организацию антивирусной защиты","5492612","84","1830870"
"решения касающиеся сетевой безопасности и отражения угроз","4815856","150","1605285"
"организация систем видеонаблюдения","5181034","132","2590517"
"построение и обслуживание структурированных кабельных систем (СКС)","7488049","145","3744024"
"создание и поддержка интеллектуальных медиасистем","6510492","150","2170164"
"телефония","2265611","71","755203"
"создание виртуального офиса","1425670","36","475223"
"организация резервного копирования","9728838","148","4864419"
"администрирование сетей и серверов","6365783","322","2121927"
"техническая поддержка рабочих станций и ИТ сервисов","4480702","212","1493567"
"веб-разработка","3779743","139","1259914"
"создание мобильных систем","8828540","96","4414270"
"создание и обслуживание систем контроля доступа к портам и устройствам","4463973","254","2231986"
"организацию антивирусной защиты","2244527","361","748175"
"решения касающиеся сетевой безопасности и отражения угроз","4182523","23","2091261"
"организация систем видеонаблюдения","4028483","241","1342827"
"построение и обслуживание структурированных кабельных систем (СКС)","4323874","184","2161937"
"создание и поддержка интеллектуальных медиасистем","9429962","224","3143320"
"телефония","3641345","50","1820672"
"создание виртуального офиса","9070028","162","3023342"
"организация резервного копирования","8851173","80","4425586"
"администрирование сетей и серверов","8747710","76","4373855"
"техническая поддержка рабочих станций и ИТ сервисов","8997429","256","4498714"
"веб-разработка","2997068","239","1498534"
"создание мобильных систем","2045816","65","1022908"
"создание и обслуживание систем контроля доступа к портам и устройствам","5806149","220","2903074"
"организацию антивирусной защиты","5498295","208","2749147"
"решения касающиеся сетевой безопасности и отражения угроз","5419202","273","2709601"
"организация систем видеонаблюдения","4641412","218","1547137"
"построение и обслуживание структурированных кабельных систем (СКС)","3688055","303","1229351"
"создание и поддержка интеллектуальных медиасистем","2684473","309","894824"
"телефония","5111752","117","1703917"
"создание виртуального офиса","6427780","198","3213890"
"организация резервного копирования","984205","128","328068"
"администрирование сетей и серверов","6020059","187","2006686"
"техническая поддержка рабочих станций и ИТ сервисов","3572229","233","1786114"
"веб-разработка","2345028","285","781676"
"создание мобильных систем","2840064","115","946688"
"создание и обслуживание систем контроля доступа к портам и устройствам","1542629","198","771314"
"организацию антивирусной защиты","1298527","124","432842"
"решения касающиеся сетевой безопасности и отражения угроз","6049333","179","2016444"
"организация систем видеонаблюдения","788240","194","394120"
"построение и обслуживание структурированных кабельных систем (СКС)","2069088","232","689696"
"создание и поддержка интеллектуальных медиасистем","5531022","240","2765511"
"телефония","3650800","269","1216933"
"создание виртуального офиса","1746561","251","873280"
"организация резервного копирования","116465","131","58232"
"администрирование сетей и серверов","4431979","314","2215989"
"техническая поддержка рабочих станций и ИТ сервисов","6166852","263","3083426"
"веб-разработка","7846591","179","2615530"
"создание мобильных систем","3296083","148","1648041"
"создание и обслуживание систем контроля доступа к портам и устройствам","4813063","172","1604354"
"организацию антивирусной защиты","5011614","119","1670538"
"решения касающиеся сетевой безопасности и отражения угроз","2064450","180","688150"
"организация систем видеонаблюдения","6333936","329","3166968"
"построение и обслуживание структурированных кабельных систем (СКС)","9486680","150","3162226"
"создание и поддержка интеллектуальных медиасистем","4920500","21","2460250"
"телефония","2204204","337","1102102"
"создание виртуального офиса","4872252","121","2436126"
"организация резервного копирования","3992782","327","1996391"
"администрирование сетей и серверов","2357166","37","785722"
"техническая поддержка рабочих станций и ИТ сервисов","4342319","159","2171159"
"веб-разработка","3298606","150","1099535"
"создание мобильных систем","9927364","146","4963682"
"создание и обслуживание систем контроля доступа к портам и устройствам","4869233","184","2434616"
"организацию антивирусной защиты","2091949","274","697316"
"решения касающиеся сетевой безопасности и отражения угроз","8599867","203","4299933"
"организация систем видеонаблюдения","6548114","117","3274057"
"построение и обслуживание структурированных кабельных систем (СКС)","770857","313","385428"
"создание и поддержка интеллектуальных медиасистем","9809207","223","3269735"
"телефония","3313841","248","1656920"
"создание виртуального офиса","4512000","222","1504000"
"организация резервного копирования","2867635","118","1433817"
"администрирование сетей и серверов","4533622","303","2266811"
"техническая поддержка рабочих станций и ИТ сервисов","7341773","308","2447257"
"веб-разработка","610676","276","305338"
"создание мобильных систем","6416260","133","3208130"
"создание и обслуживание систем контроля доступа к портам и устройствам","5353192","24","1784397"
"организацию антивирусной защиты","7576441","168","2525480"
"решения касающиеся сетевой безопасности и отражения угроз","1314956","88","438318"
"организация систем видеонаблюдения","7208057","345","3604028"
"построение и обслуживание структурированных кабельных систем (СКС)","5156322","203","2578161"
"создание и поддержка интеллектуальных медиасистем","7103813","205","3551906"
"телефония","3198824","161","1066274"
"создание виртуального офиса","2549373","147","1274686"
"организация резервного копирования","3695989","197","1847994"
"администрирование сетей и серверов","3096225","53","1548112"
"техническая поддержка рабочих станций и ИТ сервисов","6348030","234","2116010"
"веб-разработка","4485584","99","1495194"
"создание мобильных систем","6333547","143","3166773"
"создание и обслуживание систем контроля доступа к портам и устройствам","8460085","269","2820028"
"организацию антивирусной защиты","308209","288","102736"
"решения касающиеся сетевой безопасности и отражения угроз","9604538","228","4802269"
"организация систем видеонаблюдения","766960","204","383480"
"построение и обслуживание структурированных кабельных систем (СКС)","2974334","133","1487167"
"создание и поддержка интеллектуальных медиасистем","2907900","117","969300"
"телефония","4039436","300","2019718"
"создание виртуального офиса","1753101","101","876550"
"организация резервного копирования","259525","347","129762"
"администрирование сетей и серверов","8171399","226","2723799"
"техническая поддержка рабочих станций и ИТ сервисов","4925102","59","2462551"
"веб-разработка","8370831","293","2790277"
"создание мобильных систем","7081948","92","2360649"
"создание и обслуживание систем контроля доступа к портам и устройствам","725372","113","362686"
"организацию антивирусной защиты","2538635","339","1269317"
"решения касающиеся сетевой безопасности и отражения угроз","804998","218","402499"
"организация систем видеонаблюдения","4340952","121","2170476"
"построение и обслуживание структурированных кабельных систем (СКС)","705524","89","235174"
"создание и поддержка интеллектуальных медиасистем","6946070","125","3473035"
"телефония","6190730","236","2063576"
"создание виртуального офиса","5995718","325","2997859"
"организация резервного копирования","652779","296","217593"
"администрирование сетей и серверов","6767319","277","3383659"
"техническая поддержка рабочих станций и ИТ сервисов","2708696","162","1354348"
"веб-разработка","4969996","313","2484998"
"создание мобильных систем","6103346","184","2034448"
"создание и обслуживание систем контроля доступа к портам и устройствам","981141","223","327047"
"организацию антивирусной защиты","1493434","79","746717"
"решения касающиеся сетевой безопасности и отражения угроз","2997821","296","1498910"
"организация систем видеонаблюдения","9335651","292","3111883"
"построение и обслуживание структурированных кабельных систем (СКС)","7479554","109","3739777"
"создание и поддержка интеллектуальных медиасистем","8130853","349","2710284"
"телефония","5777239","57","2888619"
"создание виртуального офиса","7141390","132","2380463"
"организация резервного копирования","6774686","196","2258228"
"администрирование сетей и серверов","8954012","210","4477006"
"техническая поддержка рабочих станций и ИТ сервисов","7904669","354","3952334"
"веб-разработка","9988530","155","3329510"
"создание мобильных систем","5804009","226","2902004"
"создание и обслуживание систем контроля доступа к портам и устройствам","9971890","117","4985945"
"организацию антивирусной защиты","2870764","141","1435382"
"решения касающиеся сетевой безопасности и отражения угроз","1321576","50","660788"
"организация систем видеонаблюдения","8173000","238","4086500"
"построение и обслуживание структурированных кабельных систем (СКС)","7893036","292","2631012"
"создание и поддержка интеллектуальных медиасистем","1270685","272","423561"
"телефония","3683897","274","1841948"
"создание виртуального офиса","9196082","249","4598041"
"организация резервного копирования","1445764","355","722882"
"администрирование сетей и серверов","3301110","294","1100370"
"техническая поддержка рабочих станций и ИТ сервисов","6671728","193","2223909"
"веб-разработка","8138680","144","4069340"
"создание мобильных систем","1169034","98","389678"
"создание и обслуживание систем контроля доступа к портам и устройствам","6424941","125","2141647"
"организацию антивирусной защиты","2750858","67","1375429"
"решения касающиеся сетевой безопасности и отражения угроз","7615056","195","3807528"
"организация систем видеонаблюдения","3380357","287","1690178"
"построение и обслуживание структурированных кабельных систем (СКС)","5361178","127","2680589"
"создание и поддержка интеллектуальных медиасистем","4656298","312","1552099"
"телефония","8858077","31","4429038"
"создание виртуального офиса","9795575","61","3265191"
"организация резервного копирования","2751927","76","917309"
"администрирование сетей и серверов","8309129","280","2769709"
"техническая поддержка рабочих станций и ИТ сервисов","5532668","359","2766334"
"веб-разработка","7902367","289","3951183"
"создание мобильных систем","149910","363","74955"
"создание и обслуживание систем контроля доступа к портам и устройствам","907978","259","302659"
"организацию антивирусной защиты","4695500","181","2347750"
"решения касающиеся сетевой безопасности и отражения угроз","7543192","60","2514397"
"организация систем видеонаблюдения","9701920","359","4850960"
"построение и обслуживание структурированных кабельных систем (СКС)","9163564","57","3054521"
"создание и поддержка интеллектуальных медиасистем","2657243","172","1328621"
"телефония","8165855","147","2721951"
"создание виртуального офиса","5585254","249","2792627"
"организация резервного копирования","5820120","29","1940040"
"администрирование сетей и серверов","3045994","82","1015331"
"техническая поддержка рабочих станций и ИТ сервисов","9566962","284","3188987"
"веб-разработка","5009477","44","2504738"
"создание мобильных систем","4073243","97","1357747"
"создание и обслуживание систем контроля доступа к портам и устройствам","5280956","222","2640478"
"организацию антивирусной защиты","370835","85","123611"
"решения касающиеся сетевой безопасности и отражения угроз","8503195","120","4251597"
"организация систем видеонаблюдения","909389","255","303129"
"построение и обслуживание структурированных кабельных систем (СКС)","3292736","283","1097578"
"создание и поддержка интеллектуальных медиасистем","8291180","306","2763726"
"телефония","7334400","227","2444800"
"создание виртуального офиса","1335375","67","445125"
"организация резервного копирования","2520088","341","1260044"
"администрирование сетей и серверов","5105164","65","2552582"
"техническая поддержка рабочих станций и ИТ сервисов","2343236","139","781078"
"веб-разработка","2369204","355","789734"
"создание мобильных систем","1807558","14","903779"
"создание и обслуживание систем контроля доступа к портам и устройствам","4486255","307","1495418"
"организацию антивирусной защиты","3277155","175","1638577"
"решения касающиеся сетевой безопасности и отражения угроз","9847126","345","3282375"
"организация систем видеонаблюдения","1735570","35","578523"
"построение и обслуживание структурированных кабельных систем (СКС)","8563388","51","2854462"
"создание и поддержка интеллектуальных медиасистем","5225991","177","1741997"
"телефония","5757609","216","2878804"
"создание виртуального офиса","9126554","117","4563277"
"организация резервного копирования","239464","174","79821"
"администрирование сетей и серверов","7418170","336","2472723"
"техническая поддержка рабочих станций и ИТ сервисов","5809037","332","1936345"
"веб-разработка","5778007","361","2889003"
"создание мобильных систем","7505497","234","2501832"
"создание и обслуживание систем контроля доступа к портам и устройствам","478917","315","159639"
"организацию антивирусной защиты","7481373","134","2493791"
"решения касающиеся сетевой безопасности и отражения угроз","1984967","269","992483"
"организация систем видеонаблюдения","5715269","123","2857634"
"построение и обслуживание структурированных кабельных систем (СКС)","1476842","102","492280"
"создание и поддержка интеллектуальных медиасистем","6519588","210","2173196"
"телефония","3985117","91","1328372"
"создание виртуального офиса","3524280","265","1174760"
"организация резервного копирования","5449467","200","1816489"
"администрирование сетей и серверов","4846223","347","1615407"
"техническая поддержка рабочих станций и ИТ сервисов","6550305","305","3275152"
"веб-разработка","9567219","310","3189073"
"создание мобильных систем","8513654","123","4256827"
"создание и обслуживание систем контроля доступа к портам и устройствам","5094141","40","1698047"
"организацию антивирусной защиты","2336197","184","778732"
"решения касающиеся сетевой безопасности и отражения угроз","4726130","300","1575376"
"организация систем видеонаблюдения","1410942","58","470314"
"построение и обслуживание структурированных кабельных систем (СКС)","9028084","211","3009361"
"создание и поддержка интеллектуальных медиасистем","122469","53","61234"
"телефония","5040358","81","1680119"
"создание виртуального офиса","2821270","38","940423"
"организация резервного копирования","6999821","132","2333273"
"администрирование сетей и серверов","1349721","300","449907"
"техническая поддержка рабочих станций и ИТ сервисов","2087873","255","1043936"
"веб-разработка","3689212","89","1844606"
"создание мобильных систем","8415183","248","4207591"
"создание и обслуживание систем контроля доступа к портам и устройствам","3211547","47","1070515"
"организацию антивирусной защиты","7738321","190","2579440"
"решения касающиеся сетевой безопасности и отражения угроз","5019551","233","1673183"
"организация систем видеонаблюдения","4946489","194","1648829"
"построение и обслуживание структурированных кабельных систем (СКС)","3913552","158","1956776"
"создание и поддержка интеллектуальных медиасистем","2679363","158","893121"
"телефония","8429567","145","4214783"
"создание виртуального офиса","2980505","178","993501"
"организация резервного копирования","172981","357","86490"
"администрирование сетей и серверов","476489","120","238244"
"техническая поддержка рабочих станций и ИТ сервисов","7405664","53","2468554"
"веб-разработка","3346234","146","1673117"
"создание мобильных систем","4418376","66","1472792"
"создание и обслуживание систем контроля доступа к портам и устройствам","919862","156","459931"
"организацию антивирусной защиты","7430698","282","2476899"
"решения касающиеся сетевой безопасности и отражения угроз","771898","293","385949"
"организация систем видеонаблюдения","8754063","195","4377031"
"построение и обслуживание структурированных кабельных систем (СКС)","2986437","338","995479"
"создание и поддержка интеллектуальных медиасистем","4328544","318","2164272"
"телефония","8745913","355","2915304"
"создание виртуального офиса","6478696","312","2159565"
"организация резервного копирования","2625466","175","1312733"
"администрирование сетей и серверов","7305403","56","2435134"
"техническая поддержка рабочих станций и ИТ сервисов","704909","296","352454"
"веб-разработка","1610895","191","536965"
"создание мобильных систем","2016576","353","672192"
"создание и обслуживание систем контроля доступа к портам и устройствам","4107043","223","2053521"
"организацию антивирусной защиты","5236083","354","2618041"
"решения касающиеся сетевой безопасности и отражения угроз","8961221","106","4480610"
"организация систем видеонаблюдения","737010","164","368505"
"построение и обслуживание структурированных кабельных систем (СКС)","1522089","182","507363"
"создание и поддержка интеллектуальных медиасистем","7760064","206","3880032"
"телефония","2033859","139","677953"
"создание виртуального офиса","8602485","16","4301242"
"организация резервного копирования","1917764","339","639254"
"администрирование сетей и серверов","6951381","331","3475690"
"техническая поддержка рабочих станций и ИТ сервисов","4604123","235","1534707"
"веб-разработка","4642754","233","1547584"
"создание мобильных систем","6484134","39","3242067"
"создание и обслуживание систем контроля доступа к портам и устройствам","7292977","222","2430992"
"организацию антивирусной защиты","9410023","87","3136674"
"решения касающиеся сетевой безопасности и отражения угроз","1192610","327","596305"
"организация систем видеонаблюдения","9357594","49","3119198"
"построение и обслуживание структурированных кабельных систем (СКС)","3530432","228","1765216"
"создание и поддержка интеллектуальных медиасистем","5093649","270","1697883"
"телефония","4611345","315","1537115"
"создание виртуального офиса","9260252","151","3086750"
"организация резервного копирования","8848497","208","4424248"
"администрирование сетей и серверов","9311198","130","3103732"
"техническая поддержка рабочих станций и ИТ сервисов","1630181","287","815090"
"веб-разработка","7008277","327","3504138"
"создание мобильных систем","3094438","53","1031479"
"создание и обслуживание систем контроля доступа к портам и устройствам","5959896","271","2979948"
"организацию антивирусной защиты","2878344","54","1439172"
"решения касающиеся сетевой безопасности и отражения угроз","1426609","150","713304"
"организация систем видеонаблюдения","3827812","358","1913906"
"построение и обслуживание структурированных кабельных систем (СКС)","3476982","333","1738491"
"создание и поддержка интеллектуальных медиасистем","1022433","357","340811"
"телефония","5948959","232","1982986"
"создание виртуального офиса","8494474","113","4247237"
"организация резервного копирования","5390922","251","2695461"
"администрирование сетей и серверов","2994130","236","1497065"
"техническая поддержка рабочих станций и ИТ сервисов","4872068","218","2436034"
"веб-разработка","786911","233","262303"
"создание мобильных систем","5513255","19","2756627"
"создание и обслуживание систем контроля доступа к портам и устройствам","8358906","326","4179453"
"организацию антивирусной защиты","4373628","152","1457876"
"решения касающиеся сетевой безопасности и отражения угроз","7469988","269","3734994"
"организация систем видеонаблюдения","624780","160","208260"
"построение и обслуживание структурированных кабельных систем (СКС)","7575514","202","3787757"
"создание и поддержка интеллектуальных медиасистем","4675567","26","2337783"
"телефония","283784","66","94594"
"создание виртуального офиса","6826322","108","2275440"
"организация резервного копирования","8819700","117","4409850"
"администрирование сетей и серверов","8195820","111","4097910"
"техническая поддержка рабочих станций и ИТ сервисов","9133082","261","3044360"
"веб-разработка","9339310","62","4669655"
"создание мобильных систем","3943823","350","1314607"
"создание и обслуживание систем контроля доступа к портам и устройствам","1216869","202","405623"
"организацию антивирусной защиты","2037049","288","679016"
"решения касающиеся сетевой безопасности и отражения угроз","3067491","349","1022497"
