"Название Услуги","Ориентировочная Стоимость","Срок Исполнения","Размер Предоплаты"
"техническая поддержка рабочих станций и ИТ сервисов","8042202","137","2680734"
"веб-разработка","7358760","54","2452920"
"создание мобильных систем","2489500","349","829833"
"создание и обслуживание систем контроля доступа к портам и устройствам","3771624","249","1257208"
"организацию антивирусной защиты","6547861","286","2182620"
"решения касающиеся сетевой безопасности и отражения угроз","3825337","302","1275112"
"организация систем видеонаблюдения","7926729","116","2642243"
"построение и обслуживание структурированных кабельных систем (СКС)","6336670","87","3168335"
"создание и поддержка интеллектуальных медиасистем","1149896","359","383298"
"телефония","9826847","111","4913423"
"создание виртуального офиса","2010149","353","670049"
"организация резервного копирования","2881574","175","960524"
"администрирование сетей и серверов","9716882","315","4858441"
"техническая поддержка рабочих станций и ИТ сервисов","6075423","135","2025141"
"веб-разработка","4414410","154","1471470"
"создание мобильных систем","7767959","210","3883979"
"создание и обслуживание систем контроля доступа к портам и устройствам","3268460","108","1634230"
"организацию антивирусной защиты","8444613","332","2814871"
"решения касающиеся сетевой безопасности и отражения угроз","1792160","66","896080"
"организация систем видеонаблюдения","2467662","43","822554"
"построение и обслуживание структурированных кабельных систем (СКС)","2457595","217","1228797"
"создание и поддержка интеллектуальных медиасистем","647609","202","215869"
"телефония","9093888","70","4546944"
"создание виртуального офиса","6283254","282","2094418"
"организация резервного копирования","6923700","291","2307900"
"администрирование сетей и серверов","2608202","171","869400"
"техническая поддержка рабочих станций и ИТ сервисов","1808015","85","602671"
"веб-разработка","2507374","200","835791"
"создание мобильных систем","1759964","142","586654"
"создание и обслуживание систем контроля доступа к портам и устройствам","1082534","286","541267"
"организацию антивирусной защиты","8753432","45","4376716"
"решения касающиеся сетевой безопасности и отражения угроз","9853118","183","4926559"
"организация систем видеонаблюдения","4159243","163","1386414"
"построение и обслуживание структурированных кабельных систем (СКС)","7534040","324","2511346"
"создание и поддержка интеллектуальных медиасистем","7218473","136","2406157"
"телефония","5992976","297","2996488"
"создание виртуального офиса","8972062","21","2990687"
"организация резервного копирования","7604221","257","3802110"
"администрирование сетей и серверов","8411279","333","2803759"
"техническая поддержка рабочих станций и ИТ сервисов","8309290","59","4154645"
"веб-разработка","8367913","262","2789304"
"создание мобильных систем","2694875","267","898291"
"создание и обслуживание систем контроля доступа к портам и устройствам","7279469","356","2426489"
"организацию антивирусной защиты","9476979","15","4738489"
"решения касающиеся сетевой безопасности и отражения угроз","5386616","33","1795538"
"организация систем видеонаблюдения","5699938","129","2849969"
"построение и обслуживание структурированных кабельных систем (СКС)","9016009","69","4508004"
"создание и поддержка интеллектуальных медиасистем","9788454","206","4894227"
"телефония","7482320","364","2494106"
"создание виртуального офиса","489022","28","244511"
"организация резервного копирования","7867776","300","3933888"
"администрирование сетей и серверов","5191506","228","1730502"
"техническая поддержка рабочих станций и ИТ сервисов","2999539","354","999846"
"веб-разработка","6160566","117","3080283"
"создание мобильных систем","7170362","234","2390120"
"создание и обслуживание систем контроля доступа к портам и устройствам","7312715","145","2437571"
"организацию антивирусной защиты","7131331","186","3565665"
"решения касающиеся сетевой безопасности и отражения угроз","8938788","203","2979596"
"организация систем видеонаблюдения","3535448","282","1178482"
"построение и обслуживание структурированных кабельных систем (СКС)","2560817","242","853605"
"создание и поддержка интеллектуальных медиасистем","9893182","38","4946591"
"телефония","1209969","356","403323"
"создание виртуального офиса","212586","50","106293"
"организация резервного копирования","9759162","81","3253054"
"администрирование сетей и серверов","937575","51","468787"
"техническая поддержка рабочих станций и ИТ сервисов","5852652","322","1950884"
"веб-разработка","9125245","34","3041748"
"создание мобильных систем","5879615","144","1959871"
"создание и обслуживание систем контроля доступа к портам и устройствам","5649541","298","2824770"
"организацию антивирусной защиты","6629127","268","3314563"
"решения касающиеся сетевой безопасности и отражения угроз","9415409","129","4707704"
"организация систем видеонаблюдения","6129504","80","2043168"
"построение и обслуживание структурированных кабельных систем (СКС)","1661861","286","830930"
"создание и поддержка интеллектуальных медиасистем","1298831","336","432943"
"телефония","1934601","255","644867"
"создание виртуального офиса","7531221","80","3765610"
"организация резервного копирования","6758811","172","2252937"
"администрирование сетей и серверов","8818822","154","4409411"
"техническая поддержка рабочих станций и ИТ сервисов","3378492","336","1126164"
"веб-разработка","1492498","336","497499"
"создание мобильных систем","2327622","14","1163811"
"создание и обслуживание систем контроля доступа к портам и устройствам","5842782","90","2921391"
"организацию антивирусной защиты","6201096","300","2067032"
"решения касающиеся сетевой безопасности и отражения угроз","2473941","132","824647"
"организация систем видеонаблюдения","7423793","355","3711896"
"построение и обслуживание структурированных кабельных систем (СКС)","7332756","329","2444252"
"создание и поддержка интеллектуальных медиасистем","6007942","172","2002647"
"телефония","3930543","19","1310181"
"создание виртуального офиса","4899541","183","2449770"
"организация резервного копирования","2514630","60","1257315"
"администрирование сетей и серверов","9792088","171","3264029"
"техническая поддержка рабочих станций и ИТ сервисов","4295629","258","1431876"
"веб-разработка","2416252","69","1208126"
"создание мобильных систем","7973650","31","2657883"
"создание и обслуживание систем контроля доступа к портам и устройствам","3898111","195","1949055"
"организацию антивирусной защиты","8166723","81","2722241"
"решения касающиеся сетевой безопасности и отражения угроз","1903136","36","951568"
"организация систем видеонаблюдения","3078989","168","1026329"
"построение и обслуживание структурированных кабельных систем (СКС)","6023306","133","2007768"
"создание и поддержка интеллектуальных медиасистем","8549428","205","2849809"
"телефония","2025938","66","1012969"
"создание виртуального офиса","2506461","308","1253230"
"организация резервного копирования","2673896","239","891298"
"администрирование сетей и серверов","3561568","139","1780784"
"техническая поддержка рабочих станций и ИТ сервисов","2812279","78","937426"
"веб-разработка","7371060","260","3685530"
"создание мобильных систем","3096990","81","1032330"
"создание и обслуживание систем контроля доступа к портам и устройствам","7239914","333","2413304"
"организацию антивирусной защиты","5281997","134","2640998"
"решения касающиеся сетевой безопасности и отражения угроз","5105385","302","1701795"
"организация систем видеонаблюдения","6579796","273","2193265"
"построение и обслуживание структурированных кабельных систем (СКС)","5048004","123","1682668"
"создание и поддержка интеллектуальных медиасистем","9405707","124","4702853"
"телефония","6456116","272","2152038"
"создание виртуального офиса","7422634","149","2474211"
"организация резервного копирования","2785529","322","928509"
"администрирование сетей и серверов","8807174","329","2935724"
"техническая поддержка рабочих станций и ИТ сервисов","6457542","158","2152514"
"веб-разработка","3735689","22","1867844"
"создание мобильных систем","6319511","93","3159755"
"создание и обслуживание систем контроля доступа к портам и устройствам","4762512","106","2381256"
"организацию антивирусной защиты","3609283","312","1203094"
"решения касающиеся сетевой безопасности и отражения угроз","7466868","349","3733434"
"организация систем видеонаблюдения","2991256","312","1495628"
"построение и обслуживание структурированных кабельных систем (СКС)","6659994","116","3329997"
"создание и поддержка интеллектуальных медиасистем","7537629","154","3768814"
"телефония","6774076","242","2258025"
"создание виртуального офиса","4694923","252","2347461"
"организация резервного копирования","8747386","83","4373693"
"администрирование сетей и серверов","8969230","278","2989743"
"техническая поддержка рабочих станций и ИТ сервисов","1487474","273","495824"
"веб-разработка","2227460","110","742486"
"создание мобильных систем","7236424","162","3618212"
"создание и обслуживание систем контроля доступа к портам и устройствам","377170","43","125723"
"организацию антивирусной защиты","3243256","71","1081085"
"решения касающиеся сетевой безопасности и отражения угроз","5115843","204","2557921"
"организация систем видеонаблюдения","9382430","245","4691215"
"построение и обслуживание структурированных кабельных систем (СКС)","8075057","215","2691685"
"создание и поддержка интеллектуальных медиасистем","7712902","23","3856451"
"телефония","8919121","191","2973040"
"создание виртуального офиса","1811905","249","905952"
"организация резервного копирования","1822423","84","911211"
"администрирование сетей и серверов","1971504","254","985752"
"техническая поддержка рабочих станций и ИТ сервисов","7989827","224","3994913"
"веб-разработка","4921365","15","1640455"
"создание мобильных систем","6566475","201","3283237"
"создание и обслуживание систем контроля доступа к портам и устройствам","237618","228","118809"
"организацию антивирусной защиты","4598006","90","1532668"
"решения касающиеся сетевой безопасности и отражения угроз","6547330","136","3273665"
"организация систем видеонаблюдения","6156358","202","2052119"
"построение и обслуживание структурированных кабельных систем (СКС)","1859062","164","929531"
"создание и поддержка интеллектуальных медиасистем","1104470","126","552235"
"телефония","9823056","347","4911528"
"создание виртуального офиса","7798702","74","3899351"
"организация резервного копирования","252387","361","126193"
"администрирование сетей и серверов","4227453","267","2113726"
"техническая поддержка рабочих станций и ИТ сервисов","5801382","140","2900691"
"веб-разработка","1717413","254","858706"
"создание мобильных систем","2920808","240","973602"
"создание и обслуживание систем контроля доступа к портам и устройствам","4887609","285","1629203"
"организацию антивирусной защиты","5898724","142","2949362"
"решения касающиеся сетевой безопасности и отражения угроз","9744540","268","4872270"
"организация систем видеонаблюдения","2046754","70","682251"
"построение и обслуживание структурированных кабельных систем (СКС)","1918924","139","959462"
"создание и поддержка интеллектуальных медиасистем","325241","286","162620"
"телефония","395684","251","131894"
"создание виртуального офиса","412874","25","206437"
"организация резервного копирования","6640429","273","3320214"
"администрирование сетей и серверов","1707586","178","569195"
"техническая поддержка рабочих станций и ИТ сервисов","8364933","125","4182466"
"веб-разработка","1775358","298","887679"
"создание мобильных систем","361452","88","120484"
"создание и обслуживание систем контроля доступа к портам и устройствам","5486944","158","2743472"
"организацию антивирусной защиты","423495","283","141165"
"решения касающиеся сетевой безопасности и отражения угроз","579946","345","289973"
"организация систем видеонаблюдения","7642610","30","2547536"
"построение и обслуживание структурированных кабельных систем (СКС)","2875828","364","1437914"
"создание и поддержка интеллектуальных медиасистем","5481166","206","1827055"
"телефония","1270899","237","423633"
"создание виртуального офиса","2830310","304","943436"
"организация резервного копирования","1260154","179","630077"
"администрирование сетей и серверов","346179","299","173089"
"техническая поддержка рабочих станций и ИТ сервисов","4683328","34","1561109"
"веб-разработка","2709389","113","1354694"
"создание мобильных систем","2914144","191","1457072"
"создание и обслуживание систем контроля доступа к портам и устройствам","685004","163","228334"
"организацию антивирусной защиты","1715717","102","571905"
"решения касающиеся сетевой безопасности и отражения угроз","806121","40","403060"
"организация систем видеонаблюдения","1466145","252","733072"
"построение и обслуживание структурированных кабельных систем (СКС)","9673470","317","4836735"
"создание и поддержка интеллектуальных медиасистем","4161197","295","1387065"
"телефония","8137474","343","2712491"
"создание виртуального офиса","9734978","179","3244992"
"организация резервного копирования","223817","333","111908"
"администрирование сетей и серверов","9514627","223","3171542"
"техническая поддержка рабочих станций и ИТ сервисов","4127106","29","2063553"
"веб-разработка","3764583","227","1254861"
"создание мобильных систем","8684530","38","4342265"
"создание и обслуживание систем контроля доступа к портам и устройствам","6210909","336","2070303"
"организацию антивирусной защиты","4549145","282","1516381"
"решения касающиеся сетевой безопасности и отражения угроз","1680659","100","840329"
"организация систем видеонаблюдения","8442814","135","2814271"
"построение и обслуживание структурированных кабельных систем (СКС)","3687110","344","1229036"
"создание и поддержка интеллектуальных медиасистем","398529","325","199264"
"телефония","6837787","175","3418893"
"создание виртуального офиса","2639273","25","1319636"
"организация резервного копирования","1778503","260","592834"
"администрирование сетей и серверов","6418620","29","3209310"
"техническая поддержка рабочих станций и ИТ сервисов","2424454","159","808151"
"веб-разработка","2579959","128","859986"
"создание мобильных систем","2582961","158","860987"
"создание и обслуживание систем контроля доступа к портам и устройствам","921370","213","307123"
"организацию антивирусной защиты","2504004","364","834668"
"решения касающиеся сетевой безопасности и отражения угроз","8490658","29","2830219"
"организация систем видеонаблюдения","6489417","85","3244708"
"построение и обслуживание структурированных кабельных систем (СКС)","5341975","335","2670987"
"создание и поддержка интеллектуальных медиасистем","4821607","34","1607202"
"телефония","7656850","190","2552283"
"создание виртуального офиса","5340880","96","2670440"
"организация резервного копирования","1661889","123","553963"
"администрирование сетей и серверов","8274498","32","4137249"
"техническая поддержка рабочих станций и ИТ сервисов","9881162","129","3293720"
"веб-разработка","3812910","196","1906455"
"создание мобильных систем","9878935","192","3292978"
"создание и обслуживание систем контроля доступа к портам и устройствам","5850844","337","1950281"
"организацию антивирусной защиты","4471455","111","1490485"
"решения касающиеся сетевой безопасности и отражения угроз","3046075","167","1015358"
"организация систем видеонаблюдения","8278796","181","2759598"
"построение и обслуживание структурированных кабельных систем (СКС)","7721713","296","3860856"
"создание и поддержка интеллектуальных медиасистем","9438724","254","4719362"
"телефония","6790474","323","2263491"
"создание виртуального офиса","7290091","264","3645045"
"организация резервного копирования","7581030","94","2527010"
"администрирование сетей и серверов","2605568","265","868522"
"техническая поддержка рабочих станций и ИТ сервисов","7155442","58","2385147"
"веб-разработка","4538869","143","2269434"
"создание мобильных систем","8057158","284","2685719"
"создание и обслуживание систем контроля доступа к портам и устройствам","7430177","129","3715088"
"организацию антивирусной защиты","7852505","245","3926252"
"решения касающиеся сетевой безопасности и отражения угроз","1241062","78","413687"
"организация систем видеонаблюдения","9384318","254","4692159"
"построение и обслуживание структурированных кабельных систем (СКС)","1991114","202","663704"
"создание и поддержка интеллектуальных медиасистем","4026591","225","2013295"
"телефония","3073749","176","1536874"
"создание виртуального офиса","5546226","70","2773113"
"организация резервного копирования","5536616","176","1845538"
"администрирование сетей и серверов","5623333","153","1874444"
"техническая поддержка рабочих станций и ИТ сервисов","2736378","241","1368189"
"веб-разработка","1874842","336","624947"
"создание мобильных систем","3624258","343","1812129"
"создание и обслуживание систем контроля доступа к портам и устройствам","6571449","263","2190483"
"организацию антивирусной защиты","7993034","309","3996517"
"решения касающиеся сетевой безопасности и отражения угроз","632316","90","316158"
"организация систем видеонаблюдения","717103","315","358551"
"построение и обслуживание структурированных кабельных систем (СКС)","3268031","110","1089343"
"создание и поддержка интеллектуальных медиасистем","1644605","250","822302"
"телефония","3948647","60","1316215"
"создание виртуального офиса","5710561","275","1903520"
"организация резервного копирования","8604253","82","2868084"
"администрирование сетей и серверов","2130705","201","1065352"
"техническая поддержка рабочих станций и ИТ сервисов","6665513","149","2221837"
"веб-разработка","3187743","182","1062581"
"создание мобильных систем","3662787","277","1831393"
"создание и обслуживание систем контроля доступа к портам и устройствам","7552167","326","2517389"
"организацию антивирусной защиты","7725550","229","2575183"
"решения касающиеся сетевой безопасности и отражения угроз","7790736","363","3895368"
"организация систем видеонаблюдения","9332245","348","3110748"
"построение и обслуживание структурированных кабельных систем (СКС)","1449035","136","483011"
"создание и поддержка интеллектуальных медиасистем","1317685","353","658842"
"телефония","9064755","273","4532377"
"создание виртуального офиса","7561302","335","3780651"
"организация резервного копирования","7023378","352","3511689"
"администрирование сетей и серверов","5132977","33","2566488"
"техническая поддержка рабочих станций и ИТ сервисов","8890348","206","2963449"
"веб-разработка","8255251","351","2751750"
"создание мобильных систем","6625468","267","3312734"
"создание и обслуживание систем контроля доступа к портам и устройствам","5069849","144","2534924"
"организацию антивирусной защиты","362009","110","181004"
"решения касающиеся сетевой безопасности и отражения угроз","9165225","64","4582612"
"организация систем видеонаблюдения","934424","179","311474"
"построение и обслуживание структурированных кабельных систем (СКС)","4029484","337","1343161"
"создание и поддержка интеллектуальных медиасистем","2402594","182","800864"
"телефония","9798355","305","3266118"
"создание виртуального офиса","7249575","142","2416525"
"организация резервного копирования","9853029","117","3284343"
"администрирование сетей и серверов","6576623","161","2192207"
"техническая поддержка рабочих станций и ИТ сервисов","5403893","148","1801297"
"веб-разработка","1183224","117","394408"
"создание мобильных систем","3438966","317","1146322"
"создание и обслуживание систем контроля доступа к портам и устройствам","8828595","211","2942865"
"организацию антивирусной защиты","7593630","328","2531210"
"решения касающиеся сетевой безопасности и отражения угроз","390451","281","195225"
"организация систем видеонаблюдения","5401988","264","2700994"
"построение и обслуживание структурированных кабельных систем (СКС)","2831878","100","943959"
"создание и поддержка интеллектуальных медиасистем","7831133","137","2610377"
"телефония","8604849","225","2868283"
"создание виртуального офиса","6425407","17","3212703"
"организация резервного копирования","8313969","184","2771323"
"администрирование сетей и серверов","7257476","42","2419158"
"техническая поддержка рабочих станций и ИТ сервисов","3139688","36","1046562"
"веб-разработка","5345116","128","2672558"
"создание мобильных систем","5616994","55","2808497"
"создание и обслуживание систем контроля доступа к портам и устройствам","3419889","279","1139963"
"организацию антивирусной защиты","897701","335","448850"
"решения касающиеся сетевой безопасности и отражения угроз","3560369","237","1186789"
"организация систем видеонаблюдения","7186176","173","2395392"
"построение и обслуживание структурированных кабельных систем (СКС)","5022942","253","1674314"
"создание и поддержка интеллектуальных медиасистем","1490162","89","745081"
"телефония","8951341","168","4475670"
"создание виртуального офиса","8012920","340","2670973"
"организация резервного копирования","1126855","60","563427"
"администрирование сетей и серверов","5813335","129","2906667"
"техническая поддержка рабочих станций и ИТ сервисов","6071569","128","3035784"
"веб-разработка","7031093","35","2343697"
"создание мобильных систем","4640532","346","2320266"
"создание и обслуживание систем контроля доступа к портам и устройствам","4929020","198","2464510"
"организацию антивирусной защиты","1918831","141","959415"
"решения касающиеся сетевой безопасности и отражения угроз","9922831","347","4961415"
"организация систем видеонаблюдения","2478914","281","826304"
"построение и обслуживание структурированных кабельных систем (СКС)","9984653","197","4992326"
"создание и поддержка интеллектуальных медиасистем","9963069","104","3321023"
"телефония","1094234","234","547117"
"создание виртуального офиса","2427506","346","1213753"
"организация резервного копирования","3669366","210","1834683"
"администрирование сетей и серверов","2261366","69","1130683"
"техническая поддержка рабочих станций и ИТ сервисов","5777631","253","1925877"
"веб-разработка","2365709","108","1182854"
"создание мобильных систем","3032942","79","1010980"
"создание и обслуживание систем контроля доступа к портам и устройствам","3682158","110","1841079"
"организацию антивирусной защиты","7614792","251","3807396"
"решения касающиеся сетевой безопасности и отражения угроз","886962","315","295654"
"организация систем видеонаблюдения","5204592","52","1734864"
"построение и обслуживание структурированных кабельных систем (СКС)","3659279","98","1829639"
"создание и поддержка интеллектуальных медиасистем","9917044","57","4958522"
"телефония","7935294","327","2645098"
"создание виртуального офиса","7257379","88","3628689"
"организация резервного копирования","8140949","126","4070474"
"администрирование сетей и серверов","8198090","197","2732696"
"техническая поддержка рабочих станций и ИТ сервисов","5713015","179","2856507"
"веб-разработка","7845404","153","2615134"
"создание мобильных систем","1536226","296","512075"
"создание и обслуживание систем контроля доступа к портам и устройствам","623755","210","207918"
"организацию антивирусной защиты","9899349","349","3299783"
"решения касающиеся сетевой безопасности и отражения угроз","9881210","286","4940605"
"организация систем видеонаблюдения","566366","351","283183"
"построение и обслуживание структурированных кабельных систем (СКС)","8234144","113","2744714"
"создание и поддержка интеллектуальных медиасистем","8848109","43","4424054"
"телефония","1653839","353","551279"
"создание виртуального офиса","782447","124","260815"
"организация резервного копирования","4307154","20","1435718"
"администрирование сетей и серверов","5370460","91","2685230"
"техническая поддержка рабочих станций и ИТ сервисов","4173502","98","2086751"
"веб-разработка","5439185","313","2719592"
"создание мобильных систем","8387033","138","4193516"
"создание и обслуживание систем контроля доступа к портам и устройствам","9160780","211","3053593"
"организацию антивирусной защиты","7141791","182","3570895"
"решения касающиеся сетевой безопасности и отражения угроз","2437619","137","1218809"
"организация систем видеонаблюдения","816524","103","272174"
"построение и обслуживание структурированных кабельных систем (СКС)","4866950","271","2433475"
"создание и поддержка интеллектуальных медиасистем","4959072","40","1653024"
"телефония","1648398","115","824199"
"создание виртуального офиса","1923575","361","641191"
"организация резервного копирования","4797332","120","1599110"
"администрирование сетей и серверов","5041190","92","2520595"
"техническая поддержка рабочих станций и ИТ сервисов","2846626","302","948875"
"веб-разработка","6360683","244","2120227"
"создание мобильных систем","4359665","110","1453221"
"создание и обслуживание систем контроля доступа к портам и устройствам","2167985","350","722661"
"организацию антивирусной защиты","5529486","315","2764743"
"решения касающиеся сетевой безопасности и отражения угроз","958703","222","479351"
"организация систем видеонаблюдения","5570416","188","2785208"
"построение и обслуживание структурированных кабельных систем (СКС)","9743709","252","3247903"
"создание и поддержка интеллектуальных медиасистем","9350604","196","4675302"
"телефония","4355540","163","1451846"
"создание виртуального офиса","4742086","121","1580695"
"организация резервного копирования","7476452","121","3738226"
"администрирование сетей и серверов","7389927","28","3694963"
"техническая поддержка рабочих станций и ИТ сервисов","5258342","152","2629171"
"веб-разработка","9988245","24","3329415"
"создание мобильных систем","192609","273","64203"
"создание и обслуживание систем контроля доступа к портам и устройствам","9616666","196","3205555"
"организацию антивирусной защиты","521438","133","173812"
"решения касающиеся сетевой безопасности и отражения угроз","920437","24","306812"
"организация систем видеонаблюдения","7811344","337","3905672"
"построение и обслуживание структурированных кабельных систем (СКС)","9668774","114","3222924"
"создание и поддержка интеллектуальных медиасистем","9087380","337","3029126"
"телефония","7451809","279","2483936"
"создание виртуального офиса","6294194","259","3147097"
"организация резервного копирования","6518447","294","2172815"
"администрирование сетей и серверов","1019986","336","339995"
"техническая поддержка рабочих станций и ИТ сервисов","944700","248","314900"
"веб-разработка","5777516","99","1925838"
"создание мобильных систем","6876660","145","2292220"
"создание и обслуживание систем контроля доступа к портам и устройствам","720484","157","360242"
"организацию антивирусной защиты","7995422","158","3997711"
"решения касающиеся сетевой безопасности и отражения угроз","4522254","131","1507418"
"организация систем видеонаблюдения","7298633","67","3649316"
"построение и обслуживание структурированных кабельных систем (СКС)","1825036","84","912518"
"создание и поддержка интеллектуальных медиасистем","8467295","210","2822431"
"телефония","6563473","231","2187824"
"создание виртуального офиса","2671442","322","890480"
"организация резервного копирования","1576017","232","525339"
"администрирование сетей и серверов","5350302","18","2675151"
"техническая поддержка рабочих станций и ИТ сервисов","6171706","75","2057235"
"веб-разработка","2512415","262","1256207"
"создание мобильных систем","3452024","189","1150674"
"создание и обслуживание систем контроля доступа к портам и устройствам","7976590","222","2658863"
"организацию антивирусной защиты","5153211","247","1717737"
"решения касающиеся сетевой безопасности и отражения угроз","9874495","147","3291498"
"организация систем видеонаблюдения","6472427","253","2157475"
"построение и обслуживание структурированных кабельных систем (СКС)","9167966","97","3055988"
"создание и поддержка интеллектуальных медиасистем","5630201","280","2815100"
"телефония","220770","86","110385"
"создание виртуального офиса","2059893","155","1029946"
"организация резервного копирования","1755619","339","877809"
"администрирование сетей и серверов","2383912","243","1191956"
"техническая поддержка рабочих станций и ИТ сервисов","3813807","335","1906903"
"веб-разработка","9513840","272","4756920"
"создание мобильных систем","9771269","294","3257089"
"создание и обслуживание систем контроля доступа к портам и устройствам","9411602","283","4705801"
"организацию антивирусной защиты","6102270","104","3051135"
"решения касающиеся сетевой безопасности и отражения угроз","3294005","160","1098001"
"организация систем видеонаблюдения","5549379","53","1849793"
"построение и обслуживание структурированных кабельных систем (СКС)","2255638","103","751879"
"создание и поддержка интеллектуальных медиасистем","4118483","129","2059241"
"телефония","1977266","323","659088"
"создание виртуального офиса","9151971","41","4575985"
"организация резервного копирования","7983693","124","2661231"
"администрирование сетей и серверов","9163543","268","3054514"
"техническая поддержка рабочих станций и ИТ сервисов","8357498","164","4178749"
"веб-разработка","4931994","108","2465997"
"создание мобильных систем","8710825","117","2903608"
"создание и обслуживание систем контроля доступа к портам и устройствам","7359029","71","3679514"
"организацию антивирусной защиты","5748599","106","1916199"
"решения касающиеся сетевой безопасности и отражения угроз","9249972","307","3083324"
"организация систем видеонаблюдения","7531990","30","2510663"
"построение и обслуживание структурированных кабельных систем (СКС)","6662254","70","2220751"
"создание и поддержка интеллектуальных медиасистем","9193754","259","4596877"
"телефония","8970625","61","2990208"
"создание виртуального офиса","5256290","306","2628145"
"организация резервного копирования","7352986","325","2450995"
"администрирование сетей и серверов","8557459","110","4278729"
